TRANSACTION_DATE,Revised_Company_Name,REPORTER_NAME,BUYER_NAME,BUYER_STATE,QUANTITY,REPORTER_DEA_NO,BUYER_DEA_NO,DRUG_NAME,TRANSACTION_CODE,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_ID
04/11/2010,PURDUE PHARMA LP,DIRECT RX,WALMART PHARMACY #6240 (NC),NC,2363,R866093,B162975,CODEINE,X,GM,T,OF5207632,0,80,45622
09/22/2007,PURDUE PHARMA LP,KINRAY LLC,PEOPLES PHARMACY #1839 (PA),PA,228,R503544,B615849,MORPHINE,S,MCG,T,OF3815298,0,5,18216
11/27/2012,TEVA PHARMACEUTICALS USA INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #3043 (PA),PA,99,R858463,B154371,METHADONE,X,ML,T,OF6483753,0,5,39300
02/27/2012,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #5593 (KY),KY,487,R700035,B545068,OXYCODONE,S,GM,S,OF8101052,0,30,4603
03/18/2009,PAR PHARMACEUTICAL INC,ANDA INC,RITE AID #7013 (SD),SD,217,R410115,B554723,CODEINE,X,GM,S,OF2504552,0,5,31327
01/31/2010,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #2320 (VA),VA,305,R130792,B539883,METHADONE,S,ML,T,OF5229049,0,30,30816
10/08/2009,SUN PHARMA GLOBAL INC,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #1949 (IN),IN,44,R817460,B965940,BUPRENORPHINE,X,MCG,S,OF5325796,0,20,24373
10/27/2012,MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,RITE AID #3495 (IL),IL,292,R833184,B554902,BUPRENORPHINE,S,MCG,S,OF8003217,0,40,29976
03/01/2011,MYLAN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #3422 (SC),SC,31,R708342,B830929,FENTANYL,T,ML,T,OF4927246,0,40,8155
08/13/2007,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #8816 (AR),AR,43,R826510,B815067,CODEINE,X,GM,T,OF4376694,0,10,27415
03/28/2012,IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #4930 (VA),VA,1377,R509169,B357615,MORPHINE,X,ML,S,OF2165582,0,80,5688
04/26/2010,PURDUE PHARMA LP,BELLCO DRUG CORP,WALMART PHARMACY #7025 (OH),OH,21,R846587,B954911,HYDROCODONE,X,GM,S,OF7930012,0,5,49302
02/28/2009,WATSON LABORATORIES INC,VALUEDRUGCO,HOMETOWN PHARMACY #6267 (ME),ME,176,R445561,B320695,OXYMORPHONE,T,MCG,S,OF7189466,0,80,32972
07/15/2013,WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #4939 (MI),MI,105,R575947,B937027,METHADONE,T,MCG,T,OF7241171,0,80,35307
07/09/2013,ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #9324 (MD),MD,89,R800247,B926177,HYDROCODONE,S,GM,S,OF9601973,0,30,33890
09/09/2013,MALLINCKRODT LLC,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #3473 (WV),WV,1525,R426831,B548274,MORPHINE,X,ML,S,OF1587686,0,40,26851
09/11/2012,CADISTA PHARMACEUTICALS INC,DAKOTA DRUG INC,VILLAGE PHARMACY #2822 (WV),WV,174,R546641,B127818,FENTANYL,S,GM,T,OF5178783,0,80,6025
07/31/2013,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,RITE AID #2593 (ID),ID,125,R868491,B395440,FENTANYL,X,MCG,S,OF5523619,0,5,27044
06/28/2012,SANDOZ INC,VALUEDRUGCO,HOMETOWN PHARMACY #8469 (NC),NC,44,R316181,B111448,MORPHINE,S,GM,S,OF6083382,0,80,2022
12/03/2013,PURDUE PHARMA LP,SMITH DRUG COMPANY,MAIN STREET PHARMACY #4198 (PA),PA,366,R425282,B471494,FENTANYL,X,GM,T,OF4821560,0,5,11250
05/13/2011,ENDO PHARMACEUTICALS INC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #6205 (CA),CA,456,R284554,B113788,HYDROCODONE,S,MCG,T,OF6107382,0,10,13547
04/30/2010,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,WALMART PHARMACY #7891 (MA),MA,580,R970233,B771869,MORPHINE,T,MCG,S,OF8555110,0,30,32238
12/04/2011,SUN PHARMA GLOBAL INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #7158 (OH),OH,803,R245652,B777091,OXYMORPHONE,X,GM,S,OF2698137,0,15,30650
09/26/2012,RHODES TECHNOLOGIES,BELLCO DRUG CORP,PEOPLES PHARMACY #2660 (NC),NC,145,R419519,B667923,OXYMORPHONE,T,MCG,S,OF3934773,0,10,10720
04/23/2012,HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,FAMILY CARE PHARMACY #9932 (MI),MI,1428,R542125,B488126,CODEINE,S,GM,T,OF7652109,0,20,14166
01/02/2011,SANDOZ INC,KEYSOURCE MEDICAL INC,RITE AID #9320 (LA),LA,1052,R448716,B405928,HYDROCODONE,P,MCG,S,OF1393393,0,80,36354
08/21/2012,VINTAGE PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #3284 (CT),CT,291,R170627,B264000,BUPRENORPHINE,S,GM,S,OF3341950,0,10,43088
10/13/2012,RHODES TECHNOLOGIES,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #9772 (VA),VA,354,R723813,B373075,MORPHINE,P,ML,T,OF5488732,0,20,36220
12/24/2010,HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,WALGREENS #5346 (IN),IN,172,R812095,B684485,BUPRENORPHINE,P,ML,T,OF2196903,0,30,13287
03/09/2014,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,PEOPLES PHARMACY #1397 (OH),OH,2946,R834579,B834025,BUPRENORPHINE,T,MCG,S,OF2963514,0,40,35813
03/10/2012,WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #9341 (ND),ND,133,R882452,B884595,MORPHINE,T,ML,T,OF7013824,0,40,4694
01/24/2014,SANDOZ INC,KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #6007 (WV),WV,1105,R979359,B792085,MORPHINE,X,GM,T,OF8386850,0,15,28247
03/08/2013,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #3378 (MN),MN,259,R885616,B135433,FENTANYL,P,GM,S,OF1961136,0,15,17377
01/02/2014,ACTAVIS PHARMA INC,SMITH DRUG COMPANY,MAIN STREET PHARMACY #2855 (IN),IN,149,R881106,B688273,OXYCODONE,X,ML,S,OF7339402,0,40,14960
12/14/2013,RHODES TECHNOLOGIES,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #6294 (VA),VA,111,R930058,B535466,METHADONE,X,ML,S,OF4242243,0,80,4331
08/11/2011,AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,SUNRISE PHARMACY #6784 (TN),TN,36,R321101,B191631,METHADONE,T,MCG,T,OF6603446,0,80,38736
10/31/2012,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,WALMART PHARMACY #4214 (AR),AR,355,R772623,B544735,OXYMORPHONE,S,GM,T,OF4172384,0,30,41370
03/28/2012,MALLINCKRODT LLC,MIAMI-LUKEN INC,PUBLIX PHARMACY #6343 (IN),IN,3480,R872297,B512948,CODEINE,X,GM,S,OF6620459,0,30,48305
12/08/2008,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,PUBLIX PHARMACY #5454 (LA),LA,175,R295583,B839579,OXYMORPHONE,X,ML,T,OF6915859,0,80,28053
09/25/2010,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #1401 (HI),HI,249,R645557,B413331,FENTANYL,S,MCG,S,OF3967446,0,15,49701
08/20/2010,PURDUE PHARMA LP,MCKESSON CORPORATION,HEALTH MART PHARMACY #1614 (GA),GA,405,R150524,B272452,OXYCODONE,T,ML,T,OF5416208,0,15,37919
10/23/2013,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,SUNRISE PHARMACY #7390 (IN),IN,1700,R439069,B867723,OXYMORPHONE,P,ML,S,OF1071851,0,10,653
04/06/2009,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,MAIN STREET PHARMACY #2208 (PA),PA,89,R616066,B689570,BUPRENORPHINE,P,GM,S,OF6458577,0,80,41184
12/20/2013,WATSON LABORATORIES INC,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #2219 (NM),NM,53600,R683862,B915878,FENTANYL,X,MCG,T,OF3668079,0,80,37956
10/08/2009,SUN PHARMA GLOBAL INC,DIRECT RX,SUNRISE PHARMACY #6784 (TN),TN,43,R628334,B799557,MORPHINE,S,ML,S,OF9909439,0,10,2435
12/18/2010,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,CVS PHARMACY #2504 (VA),VA,76,R878251,B620169,FENTANYL,T,GM,T,OF5473676,0,15,12942
03/28/2014,ABBOTT LABORATORIES,AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #2055 (NC),NC,1075,R211351,B444625,METHADONE,P,ML,S,OF7725766,0,40,48128
04/13/2012,ACTAVIS PHARMA INC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #2769 (WV),WV,188,R454401,B766470,BUPRENORPHINE,P,GM,S,OF1648267,0,30,24293
01/14/2013,RHODES TECHNOLOGIES,CARDINAL HEALTH INC,PEOPLES PHARMACY #9504 (KY),KY,1738,R635836,B503004,OXYCODONE,S,MCG,S,OF8979438,0,5,72
08/04/2011,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,VILLAGE PHARMACY #1377 (VA),VA,32,R804675,B729681,BUPRENORPHINE,T,GM,T,OF9754136,0,10,21236
01/23/2011,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #5158 (AL),AL,1005,R661825,B971481,BUPRENORPHINE,S,GM,S,OF1799750,0,30,27512
02/15/2013,SANDOZ INC,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #3220 (NV),NV,211,R868068,B948763,MORPHINE,X,MCG,S,OF7976143,0,30,36894
10/17/2013,ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #3359 (NH),NH,76,R658049,B946329,FENTANYL,S,MCG,S,OF8757735,0,15,32585
04/17/2010,AMNEAL PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #6507 (NC),NC,764,R917629,B389299,FENTANYL,S,GM,T,OF1508745,0,40,2008
10/09/2013,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #8278 (OR),OR,1457,R112793,B336697,MORPHINE,P,ML,T,OF6876772,0,10,23318
02/07/2014,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,KROGER PHARMACY #7113 (RI),RI,68,R102818,B477862,FENTANYL,P,MCG,T,OF7773193,0,5,38604
08/06/2009,MALLINCKRODT LLC,ANDA INC,COMMUNITY PHARMACY #9436 (WV),WV,363,R941953,B331944,CODEINE,P,MCG,S,OF3933964,0,20,4577
06/02/2007,MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,WALMART PHARMACY #2083 (MI),MI,20000,R691035,B514601,HYDROCODONE,S,GM,T,OF5218642,0,30,23339
06/17/2011,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #7456 (MI),MI,475,R311009,B940303,OXYMORPHONE,X,MCG,S,OF2034590,0,5,36412
03/09/2011,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,RITE AID #3349 (TN),TN,746,R481169,B125175,FENTANYL,X,ML,T,OF9920938,0,15,19503
06/29/2007,PAR PHARMACEUTICAL INC,ANDA INC,SUNRISE PHARMACY #6784 (TN),TN,187,R360574,B986699,CODEINE,S,GM,T,OF9201955,0,40,11498
01/20/2012,MYLAN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #2294 (TN),TN,72,R953059,B132843,FENTANYL,T,MCG,S,OF3333033,0,5,15537
12/30/2009,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,WALGREENS #7353 (OK),OK,100,R774153,B337935,MORPHINE,S,ML,S,OF8816988,0,40,37289
08/11/2009,QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,MEDICO PHARMACY #8978 (MI),MI,989,R446617,B606804,MORPHINE,X,ML,S,OF8291807,0,20,47674
01/09/2014,PAR PHARMACEUTICAL INC,DAKOTA DRUG INC,VILLAGE PHARMACY #8857 (VA),VA,1989,R851678,B756071,CODEINE,X,GM,T,OF1067758,0,10,14845
02/09/2011,ABBOTT LABORATORIES,ANDA INC,VILLAGE PHARMACY #7454 (PA),PA,193,R705832,B790257,CODEINE,P,GM,T,OF5280370,0,20,1475
12/25/2008,CADISTA PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,RITE AID #7348 (UT),UT,38,R582003,B467126,BUPRENORPHINE,S,GM,S,OF6202392,0,20,41534
07/16/2008,WATSON LABORATORIES INC,KINRAY LLC,FAMILY CARE PHARMACY #4012 (VA),VA,96,R368210,B218572,FENTANYL,P,ML,T,OF3047466,0,5,33920
01/06/2012,VINTAGE PHARMACEUTICALS LLC,MCKESSON CORPORATION,MEDICO PHARMACY #9596 (WI),WI,101,R246626,B676332,OXYMORPHONE,T,MCG,T,OF7240539,0,20,7785
04/09/2007,MALLINCKRODT LLC,KINRAY LLC,FAMILY CARE PHARMACY #5200 (UT),UT,1417,R243492,B248976,BUPRENORPHINE,T,ML,S,OF2666377,0,5,10239
01/01/2014,ABBOTT LABORATORIES,HENRY SCHEIN INC,HEALTH MART PHARMACY #9121 (MD),MD,399,R684544,B534224,OXYCODONE,X,ML,T,OF9054058,0,5,42900
04/04/2013,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #3572 (TN),TN,91,R182396,B460817,OXYMORPHONE,T,GM,S,OF9118234,0,5,17220
11/15/2009,CADISTA PHARMACEUTICALS INC,BELLCO DRUG CORP,VILLAGE PHARMACY #9397 (NC),NC,59,R991799,B757339,CODEINE,T,GM,S,OF9950148,0,80,14007
04/13/2014,RHODES TECHNOLOGIES,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #8561 (LA),LA,243,R820270,B481433,HYDROCODONE,X,GM,T,OF6163263,0,5,18251
09/28/2012,PAR PHARMACEUTICAL INC,SMITH DRUG COMPANY,CVS PHARMACY #6761 (LA),LA,36,R644820,B485748,MORPHINE,T,GM,T,OF8709206,0,10,42839
06/04/2010,TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,RITE AID #3210 (VA),VA,809,R289189,B864414,HYDROCODONE,X,GM,T,OF3341157,0,80,49655
03/28/2012,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,RITE AID #4372 (LA),LA,17,R494327,B119465,METHADONE,T,ML,S,OF2654223,0,30,16573
05/24/2010,LANNETT COMPANY INC,VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #7174 (ND),ND,305,R470633,B901113,FENTANYL,T,MCG,S,OF9262285,0,5,41096
04/24/2013,SANDOZ INC,KINRAY LLC,WALMART PHARMACY #1339 (NC),NC,234,R912755,B688951,BUPRENORPHINE,X,ML,S,OF3275765,0,10,36321
04/06/2010,VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #1713 (MD),MD,59,R451370,B988566,MORPHINE,P,ML,S,OF1347996,0,30,42353
10/16/2010,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #6354 (SC),SC,255,R868020,B253766,METHADONE,X,GM,S,OF2317856,0,30,8590
09/17/2010,PAR PHARMACEUTICAL INC,DIRECT RX,SUNRISE PHARMACY #2882 (KY),KY,41,R999111,B220178,HYDROCODONE,S,ML,T,OF2115668,0,15,16429
01/10/2007,PURDUE PHARMA LP,CARDINAL HEALTH INC,MEDICO PHARMACY #7491 (NJ),NJ,589,R738564,B309997,METHADONE,S,MCG,T,OF8972463,0,40,10085
04/11/2014,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,VILLAGE PHARMACY #3873 (PA),PA,304,R642697,B277054,OXYCODONE,P,ML,S,OF8503690,0,20,29832
07/08/2009,HIKMA PHARMACEUTICALS,ANDA INC,GOOD NEIGHBOR PHARMACY #2848 (MT),MT,86,R642953,B150626,CODEINE,X,ML,T,OF6457027,0,20,2052
09/04/2011,VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,MAIN STREET PHARMACY #3572 (TN),TN,108,R357774,B754320,METHADONE,S,GM,S,OF1815079,0,20,30248
04/30/2010,PAR PHARMACEUTICAL INC,ANDA INC,HOMETOWN PHARMACY #8707 (WV),WV,149,R590697,B197031,BUPRENORPHINE,P,ML,S,OF5933432,0,5,43362
05/17/2013,MALLINCKRODT LLC,MCKESSON CORPORATION,HOMETOWN PHARMACY #6387 (NC),NC,248,R337170,B445998,MORPHINE,S,ML,T,OF2384980,0,5,11282
05/09/2009,MYLAN PHARMACEUTICALS INC,KINRAY LLC,MAIN STREET PHARMACY #9148 (LA),LA,414,R212391,B917941,BUPRENORPHINE,S,GM,S,OF1249119,0,20,22888
06/08/2012,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,GOOD NEIGHBOR PHARMACY #6030 (IL),IL,347,R518924,B954502,OXYCODONE,S,GM,T,OF4647210,0,80,43334
06/08/2012,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #9652 (OH),OH,135,R701598,B599835,HYDROCODONE,P,ML,T,OF7654140,0,5,19699
12/25/2008,HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #8787 (TN),TN,528,R302159,B833136,FENTANYL,S,MCG,T,OF1273780,0,15,26957
12/04/2009,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,HOMETOWN PHARMACY #2172 (WV),WV,2021,R139209,B240218,HYDROCODONE,X,GM,S,OF7777140,0,80,25822
02/02/2007,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #3116 (WI),WI,38,R604496,B231179,METHADONE,S,ML,T,OF8434768,0,80,48035
09/22/2009,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #4205 (PA),PA,188,R476248,B560376,BUPRENORPHINE,X,GM,T,OF5949827,0,15,49374
11/26/2012,WATSON LABORATORIES INC,DIRECT RX,VILLAGE PHARMACY #4294 (PA),PA,106,R585614,B834938,BUPRENORPHINE,P,ML,S,OF6064069,0,80,4390
11/04/2013,PAR PHARMACEUTICAL INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #2808 (IN),IN,3081,R365318,B534692,CODEINE,X,GM,S,OF6666322,0,15,11265
05/02/2014,PURDUE PHARMA LP,SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #2493 (HI),HI,351,R650554,B364148,HYDROCODONE,S,ML,S,OF7850229,0,30,43914
11/22/2011,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #8919 (KY),KY,475,R411843,B325197,METHADONE,S,MCG,S,OF4167959,0,40,20195
11/27/2010,WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #6240 (NC),NC,81,R430517,B268703,OXYCODONE,S,MCG,T,OF4311601,0,5,24240
07/31/2012,HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #2003 (NM),NM,792,R747715,B137556,BUPRENORPHINE,S,GM,T,OF7594637,0,40,24557
02/13/2010,QUALITEST PHARMACEUTICALS,DIRECT RX,FAMILY CARE PHARMACY #5522 (MS),MS,1674,R925157,B749898,FENTANYL,S,ML,T,OF5265210,0,80,49747
05/27/2010,MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #2790 (PA),PA,896,R446055,B278812,MORPHINE,S,GM,T,OF6233318,0,20,36491
12/03/2009,ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #2256 (IN),IN,186,R305366,B941112,BUPRENORPHINE,X,ML,S,OF7676483,0,40,18891
10/16/2011,WATSON LABORATORIES INC,SMITH DRUG COMPANY,RITE AID #9322 (LA),LA,79,R666940,B293589,HYDROCODONE,X,MCG,T,OF1635528,0,40,19853
05/03/2010,LANNETT COMPANY INC,PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #5937 (WY),WY,978,R706669,B765099,METHADONE,P,ML,T,OF5641183,0,15,47119
07/12/2010,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,PEOPLES PHARMACY #3759 (TN),TN,20000,R416008,B586750,FENTANYL,T,MCG,T,OF1130265,0,5,32311
12/21/2011,PURDUE PHARMA LP,ANDA INC,HEALTH MART PHARMACY #9423 (WY),WY,52,R339538,B903339,METHADONE,X,MCG,T,OF4062194,0,30,18598
10/06/2010,ABBOTT LABORATORIES,PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #9056 (NY),NY,277,R688024,B382591,MORPHINE,T,ML,T,OF9352934,0,15,44740
11/11/2009,PURDUE PHARMA LP,MIAMI-LUKEN INC,WALMART PHARMACY #4084 (VA),VA,78,R916800,B871700,HYDROCODONE,P,MCG,T,OF2146876,0,5,8998
04/27/2007,TEVA PHARMACEUTICALS USA INC,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #2335 (MN),MN,146,R107415,B645321,MORPHINE,P,GM,S,OF2714778,0,20,17112
12/18/2011,ACTAVIS PHARMA INC,MCKESSON CORPORATION,KROGER PHARMACY #2900 (MI),MI,128,R930808,B337258,CODEINE,X,MCG,S,OF5866604,0,5,27185
05/24/2010,MYLAN PHARMACEUTICALS INC,SMITH DRUG COMPANY,COMMUNITY PHARMACY #6047 (VA),VA,291,R523698,B202527,OXYCODONE,T,MCG,S,OF9726931,0,80,41549
06/08/2011,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,SUNRISE PHARMACY #6972 (NM),NM,222,R114959,B657609,OXYCODONE,P,GM,T,OF9869720,0,80,10686
05/28/2009,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #5522 (MS),MS,18,R919948,B903965,OXYCODONE,S,MCG,T,OF5923430,0,15,48763
01/04/2012,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #5962 (PA),PA,30,R323517,B760168,METHADONE,T,ML,S,OF9984108,0,80,37067
06/02/2010,RHODES TECHNOLOGIES,SMITH DRUG COMPANY,CVS PHARMACY #3495 (GA),GA,1296,R164183,B256261,OXYMORPHONE,S,MCG,T,OF7720766,0,30,29506
10/30/2010,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,CORNER DRUG STORE #9777 (WI),WI,312,R741599,B205100,METHADONE,P,GM,S,OF7379911,0,20,5316
12/20/2012,CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #5334 (AL),AL,211,R316594,B561506,FENTANYL,X,GM,S,OF1023997,0,20,35881
11/14/2008,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #6061 (MI),MI,431,R896080,B843151,METHADONE,S,MCG,T,OF5587856,0,30,13070
04/02/2012,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #6489 (NJ),NJ,1798,R954181,B555299,CODEINE,T,GM,T,OF4344667,0,15,13217
08/16/2007,MALLINCKRODT LLC,ANDA INC,SUNRISE PHARMACY #5636 (TX),TX,12296,R706202,B970956,FENTANYL,P,ML,S,OF7420844,0,20,47115
04/24/2011,WATSON LABORATORIES INC,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #2208 (PA),PA,3027,R714304,B966406,OXYMORPHONE,P,ML,S,OF8984776,0,20,16319
08/09/2011,PURDUE PHARMA LP,KINRAY LLC,HARRIS TEETER PHARMACY #2941 (NH),NH,135,R249855,B499292,METHADONE,T,GM,S,OF7917616,0,15,43405
12/18/2010,AMNEAL PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #2408 (IN),IN,95,R619171,B559339,OXYMORPHONE,S,MCG,T,OF3228568,0,30,6087
07/20/2013,PAR PHARMACEUTICAL INC,VALUEDRUGCO,WALMART PHARMACY #3043 (PA),PA,319,R801506,B914905,HYDROCODONE,S,ML,S,OF9281669,0,80,19987
09/20/2013,HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #8108 (VA),VA,362,R620597,B115732,MORPHINE,S,MCG,T,OF7379887,0,20,31310
10/16/2009,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,CVS PHARMACY #4698 (OH),OH,1421,R524186,B420102,METHADONE,X,MCG,T,OF2018437,0,5,3806
07/18/2008,JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #3509 (ME),ME,475,R616549,B221765,HYDROCODONE,S,GM,T,OF5938390,0,40,11610
01/18/2013,LANNETT COMPANY INC,SMITH DRUG COMPANY,RITE AID #9980 (ME),ME,1563,R598173,B930929,OXYMORPHONE,T,MCG,T,OF7347704,0,20,34425
04/17/2012,SUN PHARMA GLOBAL INC,CARDINAL HEALTH INC,PEOPLES PHARMACY #3726 (IN),IN,971,R153023,B769846,METHADONE,X,GM,S,OF9986260,0,15,25175
09/04/2013,ABBOTT LABORATORIES,MIAMI-LUKEN INC,MAIN STREET PHARMACY #8826 (MA),MA,1178,R803154,B779177,BUPRENORPHINE,X,ML,T,OF1210860,0,5,32350
01/19/2014,VINTAGE PHARMACEUTICALS LLC,KINRAY LLC,VILLAGE PHARMACY #9397 (NC),NC,81,R316670,B975557,OXYMORPHONE,T,GM,T,OF2562620,0,30,2602
03/09/2011,ACTAVIS PHARMA INC,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #8857 (VA),VA,70,R623176,B707097,OXYCODONE,S,MCG,T,OF2694357,0,20,46220
08/01/2012,SUN PHARMA GLOBAL INC,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6061 (MI),MI,47,R274016,B435164,BUPRENORPHINE,S,ML,T,OF2017349,0,20,34265
10/04/2010,CADISTA PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #2397 (LA),LA,352,R195667,B402902,OXYMORPHONE,T,MCG,T,OF7894387,0,20,35682
10/31/2008,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2076 (VA),VA,486,R187285,B139871,OXYCODONE,X,GM,S,OF4678413,0,30,28060
04/27/2014,MALLINCKRODT LLC,MCKESSON CORPORATION,FAMILY CARE PHARMACY #1789 (WA),WA,143,R198248,B692928,FENTANYL,S,GM,S,OF9370526,0,15,2776
