date,manufacturer,distributor,retailer,retailer_state,quantity,manufacturer_enc,distributor_enc,retailer_enc,retailer_state_enc,tx_freq_per_pair,vol_concentration,month,year,day_of_week
2007-10-11,JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #3580 (SD),SD,1233,7,10,126,40,1,0.1904,10,2007,3
2008-06-13,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,HEALTH MART PHARMACY #8815 (OH),OH,95,18,2,707,34,3,0.0766,6,2008,4
2008-01-30,ACTAVIS PHARMA INC,MCKESSON CORPORATION,CORNER DRUG STORE #2236 (KY),KY,711,1,12,111,16,5,0.0268,1,2008,2
2009-08-22,MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #5490 (WA),WA,10,9,16,1826,46,2,0.0013,8,2009,5
2009-10-10,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #7427 (WY),WY,277,11,16,1850,49,2,0.0108,10,2009,5
2006-04-04,ABBOTT LABORATORIES,GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #1222 (LA),LA,1141,0,7,1983,17,3,0.1914,4,2006,1
2012-07-01,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #5938 (AK),AK,146,3,14,371,0,2,0.0143,7,2012,6
2011-12-02,TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,CVS PHARMACY #8062 (AR),AR,5719,17,14,290,2,3,0.4632,12,2011,4
2010-01-21,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,COMMUNITY PHARMACY #7241 (LA),LA,141,13,18,69,17,4,0.0275,1,2010,3
2013-11-29,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #5181 (MI),MI,116,6,8,666,21,5,0.0197,11,2013,4
2014-05-21,ACTAVIS PHARMA INC,HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #6030 (IL),IL,345,1,8,460,13,1,0.0311,5,2014,2
2010-02-20,QUALITEST PHARMACEUTICALS,ANDA INC,VILLAGE PHARMACY #9558 (MS),MS,100,13,1,1766,24,2,0.0354,2,2010,5
2012-03-05,PAR PHARMACEUTICAL INC,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #1339 (NC),NC,161,11,17,1888,26,5,0.03,3,2012,0
2012-07-07,PURDUE PHARMA LP,KINRAY LLC,GOOD NEIGHBOR PHARMACY #9772 (VA),VA,87,12,11,508,44,3,0.0087,7,2012,5
2011-05-04,CADISTA PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #9646 (TN),TN,30,3,7,829,41,3,0.042,5,2011,2
2013-04-21,PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #5650 (PA),PA,177,11,9,450,37,6,0.0138,4,2013,6
2012-12-07,IMPAX LABORATORIES INC,ANDA INC,HARRIS TEETER PHARMACY #8332 (SD),SD,200,6,1,605,40,3,0.0262,12,2012,4
2009-08-09,PURDUE PHARMA LP,DIRECT RX,RITE AID #1205 (SC),SC,250,12,6,1479,39,2,0.0456,8,2009,6
2012-01-10,QUALITEST PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #9427 (IN),IN,32,13,15,402,14,1,0.002,1,2012,1
2013-07-03,PAR PHARMACEUTICAL INC,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #2402 (NV),NV,171,11,7,214,32,2,0.0685,7,2013,2
2009-12-22,PURDUE PHARMA LP,MIAMI-LUKEN INC,PEOPLES PHARMACY #9674 (KS),KS,1131,12,13,1277,15,1,0.5774,12,2009,1
2011-12-30,SANDOZ INC,HENRY SCHEIN INC,MEDICO PHARMACY #8860 (ND),ND,32,15,9,1140,27,3,0.0668,12,2011,4
2011-02-06,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #7032 (NM),NM,222,17,0,1735,31,2,0.0319,2,2011,6
2012-07-27,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #4970 (CA),CA,262,10,9,773,4,1,0.0562,7,2012,4
2010-08-04,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,KROGER PHARMACY #2159 (MD),MD,326,16,9,844,19,1,0.2496,8,2010,2
2009-07-25,WATSON LABORATORIES INC,DAKOTA DRUG INC,HARRIS TEETER PHARMACY #9191 (IN),IN,616,19,5,615,14,5,0.0253,7,2009,5
2009-09-04,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #7655 (TX),TX,284,9,10,1256,42,1,0.0648,9,2009,4
2013-03-17,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,WINN-DIXIE PHARMACY #3643 (MI),MI,437,4,12,2013,21,1,0.0187,3,2013,6
2010-09-13,MYLAN PHARMACEUTICALS INC,DAKOTA DRUG INC,WALMART PHARMACY #1108 (WV),WV,1722,10,5,1887,48,6,0.0734,9,2010,0
2010-02-20,LANNETT COMPANY INC,BELLCO DRUG CORP,HEALTH MART PHARMACY #5250 (AL),AL,32,8,2,667,1,2,0.0026,2,2010,5
2008-01-27,WATSON LABORATORIES INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #3872 (CT),CT,112,19,14,1084,6,1,0.0236,1,2008,6
2013-03-31,TEVA PHARMACEUTICALS USA INC,PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #2595 (OH),OH,121,17,17,326,34,7,0.0515,3,2013,6
2011-09-02,TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,FAMILY CARE PHARMACY #2655 (IL),IL,216,17,5,327,13,2,0.0248,9,2011,4
2011-08-04,PURDUE PHARMA LP,ANDA INC,MEDICO PHARMACY #9833 (TN),TN,164,12,1,1161,41,7,0.0929,8,2011,3
2007-12-04,ACTAVIS PHARMA INC,CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #9591 (MS),MS,988,1,4,620,24,1,0.1179,12,2007,1
2012-07-12,CADISTA PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #6973 (LA),LA,837,3,3,1015,17,1,0.0247,7,2012,3
2014-12-03,TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #3782 (NC),NC,162,17,14,26,26,13,0.0147,12,2014,2
2011-03-14,ACTAVIS PHARMA INC,HENRY SCHEIN INC,MEDICO PHARMACY #1628 (FL),FL,1605,1,9,1060,8,1,0.0466,3,2011,0
2011-03-03,ABBOTT LABORATORIES,VALUEDRUGCO,WINN-DIXIE PHARMACY #1912 (OH),OH,445,0,19,1994,34,3,0.0628,3,2011,3
2011-02-12,WATSON LABORATORIES INC,DAKOTA DRUG INC,GOOD NEIGHBOR PHARMACY #3396 (IN),IN,535,19,5,431,14,4,0.0361,2,2011,5
2011-10-13,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #1358 (IN),IN,193,19,10,941,14,1,0.0085,10,2011,3
2011-06-30,CADISTA PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #4569 (IA),IA,110,3,3,1089,11,1,0.3646,6,2011,3
2012-12-25,RHODES TECHNOLOGIES,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #7275 (IN),IN,105,14,0,594,14,4,0.0297,12,2012,1
2012-09-17,WATSON LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #4915 (OH),OH,104,19,0,1717,34,2,0.1404,9,2012,0
2013-10-13,HIKMA PHARMACEUTICALS,ANDA INC,FAMILY CARE PHARMACY #5152 (MI),MI,156,5,1,363,21,8,0.0566,10,2013,6
2011-08-08,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,WALGREENS #4349 (IN),IN,499,6,7,1808,14,4,0.0403,8,2011,0
2012-06-25,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #2945 (MO),MO,171,17,8,1374,23,1,0.1086,6,2012,0
2010-10-19,PAR PHARMACEUTICAL INC,KINRAY LLC,RITE AID #2643 (LA),LA,272,11,11,1496,17,3,0.0516,10,2010,1
2012-02-27,RHODES TECHNOLOGIES,ANDA INC,MEDICO PHARMACY #9557 (OH),OH,196,14,1,1153,34,3,0.0252,2,2012,0
2011-10-08,ACTAVIS PHARMA INC,DIRECT RX,MAIN STREET PHARMACY #8902 (TN),TN,187,1,6,1041,41,4,0.0186,10,2011,5
2011-09-01,CADISTA PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #8707 (WV),WV,645,3,3,815,48,6,0.0104,9,2011,3
2012-10-11,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,WALMART PHARMACY #1339 (NC),NC,29,1,10,1888,26,8,0.1018,10,2012,3
2011-02-05,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #1694 (DE),DE,118,11,14,315,7,1,0.0296,2,2011,5
2009-02-07,ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #9964 (OH),OH,20,0,17,1770,34,3,0.0958,2,2009,5
2014-09-30,LANNETT COMPANY INC,NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #4595 (MS),MS,1239,8,15,561,24,1,0.2019,9,2014,1
2012-10-10,JANSSEN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #8657 (GA),GA,362,7,7,1353,9,2,0.0699,10,2012,2
2008-11-08,QUALITEST PHARMACEUTICALS,VALUEDRUGCO,HOMETOWN PHARMACY #6061 (MI),MI,110,13,19,786,21,2,0.0178,11,2008,5
2011-08-11,MALLINCKRODT LLC,ANDA INC,WALGREENS #7611 (WA),WA,69,9,1,1855,46,1,0.0871,8,2011,3
2007-09-09,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #5846 (PA),PA,180,13,16,1831,37,6,0.4975,9,2007,6
2011-05-12,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #9538 (OH),OH,232,12,3,1656,34,3,0.0364,5,2011,3
2008-04-25,ACTAVIS PHARMA INC,MCKESSON CORPORATION,PUBLIX PHARMACY #1949 (PA),PA,504,1,12,1288,37,4,0.1748,4,2008,4
2013-06-20,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,WALGREENS #6633 (WY),WY,305,19,10,1843,49,1,0.0831,6,2013,3
2012-03-10,LANNETT COMPANY INC,VALUEDRUGCO,VILLAGE PHARMACY #1037 (MI),MI,105,8,19,1664,21,4,0.0225,3,2012,5
2012-06-26,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #2079 (NH),NH,133,6,17,527,29,1,0.0228,6,2012,1
2012-08-15,MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #9088 (AL),AL,26,10,3,716,1,1,0.0163,8,2012,2
2008-10-25,HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,MEDICO PHARMACY #4659 (ID),ID,53,5,5,1092,12,2,0.0029,10,2008,5
2011-05-04,ACTAVIS PHARMA INC,ANDA INC,MEDICO PHARMACY #7141 (ND),ND,923,1,1,1121,27,2,0.0591,5,2011,2
2011-07-01,ENDO PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #8108 (VA),VA,16,4,3,603,44,2,0.0077,7,2011,4
2010-11-20,CADISTA PHARMACEUTICALS INC,DIRECT RX,MAIN STREET PHARMACY #6506 (GA),GA,1953,3,6,1006,9,1,0.7081,11,2010,5
2011-01-12,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #9034 (AR),AR,132,3,17,713,2,2,0.0342,1,2011,2
2010-03-08,ABBOTT LABORATORIES,BELLCO DRUG CORP,HOMETOWN PHARMACY #7685 (TN),TN,749,0,2,805,41,3,0.0238,3,2010,0
2012-01-27,CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,MAIN STREET PHARMACY #2913 (WY),WY,441,3,4,967,49,1,0.2168,1,2012,4
2011-10-05,LANNETT COMPANY INC,SMITH DRUG COMPANY,WALMART PHARMACY #1339 (NC),NC,452,8,18,1888,26,8,0.0258,10,2011,2
2009-07-15,AMNEAL PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #4342 (MI),MI,1059,2,0,767,21,4,0.0093,7,2009,2
2010-04-19,AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,PUBLIX PHARMACY #7202 (CT),CT,20000,2,5,1345,6,1,0.4562,4,2010,0
2007-11-10,AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #4294 (PA),PA,10,2,3,1710,37,4,0.005,11,2007,5
2010-11-23,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,WALGREENS #1373 (PA),PA,73,13,17,1775,37,4,0.0251,11,2010,1
2010-04-02,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,MEDICO PHARMACY #8971 (LA),LA,790,16,18,1143,17,5,0.0837,4,2010,4
2009-10-27,LANNETT COMPANY INC,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #3635 (NC),NC,53,8,16,1799,26,8,0.0554,10,2009,1
2010-09-27,QUALITEST PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #4052 (OH),OH,1007,13,7,30,34,2,0.0273,9,2010,0
2010-06-05,PURDUE PHARMA LP,SMITH DRUG COMPANY,CVS PHARMACY #9746 (TN),TN,1750,12,18,309,41,4,0.0557,6,2010,5
2013-06-07,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #4421 (IL),IL,109,18,4,768,13,1,0.0124,6,2013,4
2014-02-08,WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,WALGREENS #6656 (TN),TN,69,19,3,1844,41,3,0.2921,2,2014,5
2011-08-03,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #6838 (TN),TN,122,6,7,270,41,6,0.0163,8,2011,2
2010-05-22,SUN PHARMA GLOBAL INC,VALUEDRUGCO,WALMART PHARMACY #8473 (RI),RI,243,16,19,1965,38,1,0.0364,5,2010,5
2011-09-04,ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #9397 (NC),NC,176,4,8,1765,26,5,0.0462,9,2011,6
2012-12-22,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,CVS PHARMACY #6803 (KY),KY,509,5,14,269,16,8,0.0178,12,2012,5
2011-07-06,JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #5260 (PA),PA,71,7,8,668,37,4,0.0031,7,2011,2
2011-03-19,LANNETT COMPANY INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6839 (WI),WI,236,8,9,471,47,1,0.0095,3,2011,5
2011-12-11,RHODES TECHNOLOGIES,VALUEDRUGCO,HOMETOWN PHARMACY #9646 (TN),TN,473,14,19,829,41,5,0.0348,12,2011,6
2013-01-29,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,WALMART PHARMACY #7726 (SD),SD,147,13,18,1957,40,2,0.0202,1,2013,1
2010-02-13,TEVA PHARMACEUTICALS USA INC,MCKESSON CORPORATION,CORNER DRUG STORE #7186 (NM),NM,109,17,12,165,31,1,0.0625,2,2010,5
2011-12-11,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,RITE AID #9925 (TX),TX,652,10,9,1567,42,2,0.1902,12,2011,6
2007-12-28,MALLINCKRODT LLC,AMERISOURCEBERGEN DRUG CORP,WALGREENS #9060 (IA),IA,961,9,0,1874,11,1,0.2781,12,2007,4
2014-07-18,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,CVS PHARMACY #6466 (KY),KY,183,0,14,264,16,5,0.0209,7,2014,4
2011-02-28,SUN PHARMA GLOBAL INC,HD SMITH WHOLESALE DRUG CO,WALGREENS #4909 (KS),KS,449,16,8,1819,15,1,0.1672,2,2011,0
2008-05-15,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #3178 (GA),GA,303,2,7,1692,9,2,0.0747,5,2008,3
2012-12-09,HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #2234 (VA),VA,50,5,15,1294,44,1,0.016,12,2012,6
2012-10-05,IMPAX LABORATORIES INC,DIRECT RX,PEOPLES PHARMACY #1278 (SD),SD,468,6,6,1171,40,2,0.0579,10,2012,4
2007-02-25,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #1997 (MS),MS,1421,17,4,736,24,1,0.213,2,2007,6
2012-12-26,LANNETT COMPANY INC,DAKOTA DRUG INC,PUBLIX PHARMACY #2397 (LA),LA,2163,8,5,1296,17,4,0.0225,12,2012,2
2012-06-18,WATSON LABORATORIES INC,ANDA INC,PUBLIX PHARMACY #5778 (SC),SC,26,19,1,1331,39,1,0.0289,6,2012,0
2009-08-20,PURDUE PHARMA LP,VALUEDRUGCO,COMMUNITY PHARMACY #9436 (WV),WV,177,12,19,91,48,12,0.0069,8,2009,3
2013-10-08,SUN PHARMA GLOBAL INC,KINRAY LLC,COMMUNITY PHARMACY #9371 (TX),TX,76,16,11,88,42,1,0.022,10,2013,1
2012-09-03,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,CVS PHARMACY #6965 (LA),LA,427,16,18,272,17,6,0.0181,9,2012,0
2014-04-23,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #6577 (CA),CA,655,16,14,1111,4,1,0.1535,4,2014,2
2008-01-28,SANDOZ INC,DAKOTA DRUG INC,CORNER DRUG STORE #5081 (AZ),AZ,191,15,5,140,3,3,0.0685,1,2008,0
2012-08-31,IMPAX LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #9862 (LA),LA,84,6,0,624,17,1,0.1243,8,2012,4
2013-11-15,TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #2912 (WV),WV,1464,17,14,1193,48,5,0.0262,11,2013,4
2009-06-30,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,HEALTH MART PHARMACY #9121 (MD),MD,194,7,13,718,19,1,0.0243,6,2009,1
2008-06-16,ABBOTT LABORATORIES,DIRECT RX,VILLAGE PHARMACY #2264 (SD),SD,130,0,6,1681,40,2,0.036,6,2008,0
2009-08-31,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,KROGER PHARMACY #7794 (MA),MA,1030,9,14,911,18,2,0.0948,8,2009,0
2012-10-06,PAR PHARMACEUTICAL INC,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #5567 (DE),DE,567,11,15,1101,7,1,0.1352,10,2012,5
2014-01-09,PURDUE PHARMA LP,DIRECT RX,CVS PHARMACY #9326 (KY),KY,97,12,6,302,16,3,0.0381,1,2014,3
2011-02-14,JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,WALGREENS #8595 (PA),PA,552,7,5,1870,37,2,0.0298,2,2011,0
2012-11-19,CADISTA PHARMACEUTICALS INC,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #7031 (IL),IL,393,3,2,478,13,2,0.0409,11,2012,0
2013-01-16,PAR PHARMACEUTICAL INC,PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #4445 (LA),LA,78,11,17,1393,17,6,0.0286,1,2013,2
2008-01-07,MALLINCKRODT LLC,VALUEDRUGCO,WALGREENS #7900 (VA),VA,138,9,19,1859,44,3,0.0681,1,2008,0
2011-02-06,VINTAGE PHARMACEUTICALS LLC,ANDA INC,COMMUNITY PHARMACY #7241 (LA),LA,994,18,1,69,17,5,0.0937,2,2011,6
2011-04-25,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,CVS PHARMACY #4541 (WY),WY,189,3,13,242,49,1,0.0338,4,2011,0
2009-08-16,VINTAGE PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #1257 (MS),MS,430,18,0,514,24,1,0.0501,8,2009,6
2009-07-09,SUN PHARMA GLOBAL INC,DIRECT RX,MAIN STREET PHARMACY #6319 (OH),OH,511,16,6,1003,34,3,0.2192,7,2009,3
2011-09-24,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #9550 (WV),WV,239,3,14,1049,48,8,0.0311,9,2011,5
2009-06-17,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #4052 (OH),OH,138,2,13,30,34,6,0.0167,6,2009,2
2009-08-24,HIKMA PHARMACEUTICALS,DAKOTA DRUG INC,SUNRISE PHARMACY #9538 (OH),OH,281,5,5,1656,34,4,0.0154,8,2009,0
2013-12-25,TEVA PHARMACEUTICALS USA INC,ANDA INC,SUNRISE PHARMACY #9537 (KY),KY,257,17,1,1655,16,8,0.0612,12,2013,2
2009-06-09,AMNEAL PHARMACEUTICALS LLC,HENRY SCHEIN INC,PEOPLES PHARMACY #2660 (NC),NC,166,2,9,1190,26,10,0.0333,6,2009,1
2011-06-19,WATSON LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #9532 (OH),OH,438,19,8,1152,34,2,0.0922,6,2011,6
2010-12-27,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #5037 (UT),UT,82,1,17,992,43,1,0.035,12,2010,0
2011-11-20,SUN PHARMA GLOBAL INC,CARDINAL HEALTH INC,PEOPLES PHARMACY #6594 (KY),KY,286,16,4,1244,16,7,0.0121,11,2011,6
2009-07-20,ABBOTT LABORATORIES,VALUEDRUGCO,HOMETOWN PHARMACY #9385 (MI),MI,4524,0,19,824,21,5,0.0871,7,2009,0
2008-12-04,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #8476 (PA),PA,2327,12,16,1266,37,2,0.085,12,2008,3
2011-01-19,PURDUE PHARMA LP,ANDA INC,SUNRISE PHARMACY #6542 (PA),PA,242,12,1,1618,37,2,0.0304,1,2011,2
2010-01-04,SANDOZ INC,MCKESSON CORPORATION,HOMETOWN PHARMACY #9204 (AL),AL,169,15,12,823,1,5,0.0332,1,2010,0
2012-10-05,SANDOZ INC,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #6858 (LA),LA,273,15,17,62,17,6,0.0554,10,2012,4
2009-03-31,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #5569 (NC),NC,1306,17,4,782,26,7,0.0521,3,2009,1
2011-02-18,ABBOTT LABORATORIES,SMITH DRUG COMPANY,COMMUNITY PHARMACY #9849 (AK),AK,3199,0,18,96,0,1,0.1143,2,2011,4
2011-08-06,ACTAVIS PHARMA INC,ANDA INC,KROGER PHARMACY #3523 (OH),OH,1347,1,1,861,34,3,0.0302,8,2011,5
2011-10-14,AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #7422 (NE),NE,34,2,16,278,28,4,0.0083,10,2011,4
2011-03-11,CADISTA PHARMACEUTICALS INC,BELLCO DRUG CORP,HEALTH MART PHARMACY #5178 (NV),NV,91,3,2,665,32,2,0.0678,3,2011,4
2010-09-02,MYLAN PHARMACEUTICALS INC,SMITH DRUG COMPANY,MAIN STREET PHARMACY #4501 (WV),WV,157,10,18,986,48,11,0.1266,9,2010,3
2011-09-17,MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #6302 (ID),ID,170,10,3,262,12,2,0.0199,9,2011,5
2011-05-25,AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #9741 (SC),SC,1852,2,16,94,39,1,0.255,5,2011,2
2012-12-24,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #1770 (OR),OR,216,19,10,204,36,1,0.0386,12,2012,0
2013-01-17,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #6466 (KY),KY,760,1,10,264,16,3,0.0541,1,2013,3
2011-01-06,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #9550 (WV),WV,330,12,3,1049,48,10,0.0238,1,2011,3
2011-01-18,LANNETT COMPANY INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #8857 (VA),VA,257,8,7,1757,44,3,0.0197,1,2011,1
2011-08-20,RHODES TECHNOLOGIES,SMITH DRUG COMPANY,VILLAGE PHARMACY #4459 (DE),DE,804,14,18,1712,7,2,0.0354,8,2011,5
2013-05-31,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #2855 (IN),IN,177,12,0,965,14,2,0.0121,5,2013,4
2007-08-05,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #4123 (OH),OH,745,18,16,129,34,3,0.0348,8,2007,6
2011-09-06,LANNETT COMPANY INC,DIRECT RX,MEDICO PHARMACY #3597 (MD),MD,484,8,6,1081,19,1,0.3954,9,2011,1
2011-04-15,MYLAN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #3730 (AZ),AZ,48,10,10,976,3,2,0.0444,4,2011,4
2013-08-19,CADISTA PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #9596 (WI),WI,286,3,15,1156,47,2,0.0703,8,2013,0
2010-02-21,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #4809 (WV),WV,60,3,14,1222,48,3,0.0302,2,2010,6
2014-09-11,IMPAX LABORATORIES INC,PRESCRIPTION SUPPLY INC,KROGER PHARMACY #8012 (VA),VA,84,6,17,914,44,4,0.0112,9,2014,3
2011-05-27,TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,WALGREENS #4605 (IA),IA,510,17,10,1815,11,1,0.1219,5,2011,4
2008-05-17,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #5849 (IL),IL,1703,10,13,457,13,1,0.2326,5,2008,5
2012-03-18,ENDO PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,WALGREENS #9345 (FL),FL,135,4,3,1880,8,1,0.0155,3,2012,6
2012-07-18,HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #3523 (OH),OH,939,5,15,861,34,5,0.0468,7,2012,2
2012-01-14,LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #8165 (IL),IL,131,8,0,1452,13,2,0.0342,1,2012,5
2013-01-04,SUN PHARMA GLOBAL INC,DAKOTA DRUG INC,RITE AID #4372 (LA),LA,353,16,5,1513,17,5,0.1207,1,2013,4
