entity,type,in_volume,out_volume,in_degree,out_degree,total_transactions,betweenness_centrality,pagerank,composite_risk
PUBLIX PHARMACY #5797 (OR),retailer,4203.0,0.0,7,0,10,0.0,0.0004601799936616367,0.10533524795745061
CORNER DRUG STORE #5761 (HI),retailer,4414.0,0.0,7,0,10,0.0,0.00046016578192859426,0.10533176192593402
KROGER PHARMACY #7625 (MD),retailer,4204.0,0.0,7,0,9,0.0,0.0004601520971414804,0.10532840515030122
VILLAGE PHARMACY #5864 (MD),retailer,4085.0,0.0,7,0,11,0.0,0.0004601356024745966,0.10532435913223709
QUALITY CARE PHARMACY #5859 (MN),retailer,4055.0,0.0,7,0,9,0.0,0.00046012902471357503,0.10532274565679667
WINN-DIXIE PHARMACY #4030 (MO),retailer,3867.0,0.0,7,0,9,0.0,0.00046012682269736693,0.1053222055187376
COMMUNITY PHARMACY #3304 (VT),retailer,4064.0,0.0,7,0,8,0.0,0.00046011905562186225,0.10532030031337523
FAMILY CARE PHARMACY #8648 (HI),retailer,3915.0,0.0,7,0,8,0.0,0.00046011054596036336,0.10531821295723844
PEOPLES PHARMACY #5509 (MN),retailer,3847.0,0.0,7,0,8,0.0,0.0004601077715007627,0.10531753240310894
WALMART PHARMACY #1902 (AR),retailer,3902.0,0.0,7,0,8,0.0,0.0004601029290125668,0.1053163445770768
WALMART PHARMACY #1775 (WY),retailer,4203.0,0.0,7,0,7,0.0,0.0004600914840249788,0.10531353720746751
SUNRISE PHARMACY #7353 (GA),retailer,3979.0,0.0,7,0,9,0.0,0.0004600865348045621,0.10531232320082216
GOOD NEIGHBOR PHARMACY #1123 (MD),retailer,3896.0,0.0,7,0,8,0.0,0.00046008354230274933,0.10531158916257352
WINN-DIXIE PHARMACY #4497 (AZ),retailer,3955.0,0.0,7,0,10,0.0,0.00046006065649968343,0.10530597544674225
FAMILY CARE PHARMACY #8150 (UT),retailer,3852.0,0.0,7,0,10,0.0,0.00046005373297256446,0.10530427715747165
RITE AID #6858 (AK),retailer,3953.0,0.0,7,0,7,0.0,0.000460050642728586,0.1053035191438029
HEALTH MART PHARMACY #9522 (AZ),retailer,4058.0,0.0,7,0,9,0.0,0.00046003661916048323,0.10530007926773463
WINN-DIXIE PHARMACY #3650 (MT),retailer,3500.0,0.0,7,0,9,0.0,0.00046002322606141286,0.10529679404099102
HOMETOWN PHARMACY #3982 (MO),retailer,3969.0,0.0,7,0,9,0.0,0.0004600227519951027,0.105296677756081
WALMART PHARMACY #1998 (VT),retailer,3572.0,0.0,7,0,8,0.0,0.00046000542014821547,0.10529242638404149
RITE AID #7348 (UT),retailer,3729.0,0.0,7,0,11,0.0,0.0004600016380405004,0.10529149866138764
WALMART PHARMACY #8865 (HI),retailer,3576.0,0.0,7,0,9,0.0,0.00045999217460530634,0.10528917735171744
PEOPLES PHARMACY #5301 (NH),retailer,3628.0,0.0,7,0,8,0.0,0.0004599595547288642,0.10528117594069988
KROGER PHARMACY #5584 (MN),retailer,3562.0,0.0,7,0,11,0.0,0.0004599546825627104,0.10527998083488727
CORNER DRUG STORE #6467 (NY),retailer,3488.0,0.0,7,0,10,0.0,0.0004599499413726685,0.1052788178565325
CORNER DRUG STORE #5189 (WY),retailer,3476.0,0.0,7,0,9,0.0,0.0004599494846206639,0.10527870581869175
MAIN STREET PHARMACY #5887 (SC),retailer,3674.0,0.0,7,0,8,0.0,0.0004599492440081279,0.10527864679824145
PEOPLES PHARMACY #1530 (NM),retailer,3536.0,0.0,7,0,7,0.0,0.0004599454396135682,0.10527771360879179
MEDICO PHARMACY #5268 (VT),retailer,3600.0,0.0,7,0,8,0.0,0.00045993973216021264,0.10527631361329387
COMMUNITY PHARMACY #9371 (TX),retailer,3461.0,0.0,7,0,8,0.0,0.0004599025738408375,0.10526719895626659
CORNER DRUG STORE #5475 (IA),retailer,3478.0,0.0,7,0,7,0.0,0.00045989127511409804,0.10526442746334637
HARRIS TEETER PHARMACY #8462 (AZ),retailer,3471.0,0.0,7,0,8,0.0,0.0004598860640613993,0.10526314923120621
CORNER DRUG STORE #8519 (AK),retailer,3417.0,0.0,7,0,8,0.0,0.00045988327298036456,0.10526246459996359
COMMUNITY PHARMACY #4319 (AR),retailer,3580.0,0.0,7,0,11,0.0,0.00045987551067406624,0.10526056056445177
PEOPLES PHARMACY #9692 (CO),retailer,3273.0,0.0,7,0,11,0.0,0.0004598751785278693,0.10526047909148101
HEALTH MART PHARMACY #4339 (AZ),retailer,3774.0,0.0,7,0,10,0.0,0.00045987515525442623,0.10526047338267999
MAIN STREET PHARMACY #6920 (MO),retailer,3076.0,0.0,7,0,9,0.0,0.0004598618638040083,0.10525721308958838
VILLAGE PHARMACY #3562 (IA),retailer,3330.0,0.0,7,0,7,0.0,0.0004598554105168713,0.1052556301466582
WALGREENS #3305 (IA),retailer,3174.0,0.0,7,0,8,0.0,0.00045984004619990717,0.10525186139495087
VILLAGE PHARMACY #6857 (IA),retailer,3051.0,0.0,7,0,8,0.0,0.00045983699730652635,0.10525111352427356
GOOD NEIGHBOR PHARMACY #9924 (IA),retailer,3300.0,0.0,7,0,9,0.0,0.00045983626022202403,0.10525093272297383
MAIN STREET PHARMACY #7953 (AZ),retailer,3279.0,0.0,7,0,7,0.0,0.00045983279857430973,0.10525008360675449
WINN-DIXIE PHARMACY #6539 (NH),retailer,3215.0,0.0,7,0,9,0.0,0.0004598301086677436,0.10524942379285014
PUBLIX PHARMACY #7801 (ME),retailer,3138.0,0.0,7,0,10,0.0,0.00045982682269260744,0.10524861776779654
HOMETOWN PHARMACY #6267 (ME),retailer,3072.0,0.0,7,0,9,0.0,0.0004598231212868359,0.10524770984072412
KROGER PHARMACY #6432 (NH),retailer,3059.0,0.0,7,0,11,0.0,0.000459810932354639,0.10524471998708239
WALMART PHARMACY #6498 (AK),retailer,2965.0,0.0,7,0,8,0.0,0.0004598076442712173,0.10524391344488215
COMMUNITY PHARMACY #3509 (MD),retailer,3203.0,0.0,7,0,8,0.0,0.0004598064667334362,0.10524362460369688
WALGREENS #3744 (MD),retailer,3173.0,0.0,7,0,9,0.0,0.0004598049982223578,0.1052432643889443
KROGER PHARMACY #9976 (WY),retailer,3089.0,0.0,7,0,7,0.0,0.00045980485108027414,0.10524322829609485
MAIN STREET PHARMACY #7706 (AK),retailer,3019.0,0.0,7,0,8,0.0,0.0004598025435022691,0.1052426622645188
WALGREENS #1527 (SD),retailer,3071.0,0.0,7,0,8,0.0,0.0004597857626308613,0.10523854604263165
MEDICO PHARMACY #2378 (MD),retailer,3072.0,0.0,7,0,7,0.0,0.0004597853922249534,0.10523845518484078
VILLAGE PHARMACY #7028 (AR),retailer,2866.0,0.0,7,0,8,0.0,0.0004597824592166942,0.10523773573991456
SUNRISE PHARMACY #1626 (MN),retailer,3213.0,0.0,7,0,9,0.0,0.0004597656884592641,0.1052336219989103
COMMUNITY PHARMACY #4168 (ME),retailer,3128.0,0.0,7,0,8,0.0,0.0004597617184516445,0.10523264818581927
WALMART PHARMACY #6813 (SD),retailer,3045.0,0.0,7,0,10,0.0,0.00045975662709339356,0.10523139931382934
HEALTH MART PHARMACY #9064 (MN),retailer,3053.0,0.0,7,0,9,0.0,0.0004597486188501249,0.10522943495182341
FAMILY CARE PHARMACY #6476 (AR),retailer,2885.0,0.0,7,0,9,0.0,0.000459743070649426,0.10522807401980766
HARRIS TEETER PHARMACY #2205 (IA),retailer,3241.0,0.0,7,0,8,0.0,0.00045974148161517136,0.10522768424162394
QUALITY CARE PHARMACY #6882 (CA),retailer,2979.0,0.0,7,0,9,0.0,0.0004597384241383608,0.1052269342654957
CVS PHARMACY #2118 (GA),retailer,3149.0,0.0,7,0,7,0.0,0.00045973839528627003,0.10522692718829425
WALGREENS #7396 (VT),retailer,2714.0,0.0,7,0,7,0.0,0.00045972793806236834,0.10522436210970823
QUALITY CARE PHARMACY #7585 (ID),retailer,3150.0,0.0,7,0,10,0.0,0.0004597139095131976,0.10522092101182136
RITE AID #8853 (MD),retailer,2756.0,0.0,7,0,8,0.0,0.0004596900751286271,0.1052150746160621
WALMART PHARMACY #5916 (AK),retailer,2567.0,0.0,7,0,9,0.0,0.000459662940718996,0.10520841874890811
SUNRISE PHARMACY #6210 (NH),retailer,2628.0,0.0,7,0,7,0.0,0.000459653097191839,0.1052060042055304
GOOD NEIGHBOR PHARMACY #1568 (VT),retailer,2446.0,0.0,7,0,8,0.0,0.0004596426973175337,0.10520345319437022
WALGREENS #6001 (TX),retailer,2572.0,0.0,7,0,7,0.0,0.0004596426077175459,0.10520343121616527
QUALITY CARE PHARMACY #8571 (NV),retailer,2584.0,0.0,7,0,8,0.0,0.0004596392003473464,0.10520259541381317
WALMART PHARMACY #9083 (WA),retailer,2582.0,0.0,7,0,8,0.0,0.00045962489733181275,0.10519908699138619
WALGREENS #6321 (HI),retailer,2592.0,0.0,7,0,8,0.0,0.0004596152570605368,0.10519672230515151
WINN-DIXIE PHARMACY #3428 (NH),retailer,2664.0,0.0,7,0,8,0.0,0.00045959810048361473,0.1051925139255198
CVS PHARMACY #2813 (CO),retailer,2385.0,0.0,7,0,8,0.0,0.0004595906807332611,0.10519069391641178
RITE AID #2662 (GA),retailer,2439.0,0.0,7,0,7,0.0,0.00045958228444179146,0.1051886343690928
HARRIS TEETER PHARMACY #2715 (SD),retailer,2387.0,0.0,7,0,9,0.0,0.000459581546458283,0.10518845334727361
WALGREENS #1879 (VT),retailer,2437.0,0.0,7,0,9,0.0,0.0004595693823136793,0.10518546957384259
HOMETOWN PHARMACY #7940 (AK),retailer,2311.0,0.0,7,0,8,0.0,0.00045956488942760067,0.10518436750258753
KROGER PHARMACY #2810 (MT),retailer,2188.0,0.0,7,0,9,0.0,0.0004595297720464888,0.10517575347240765
WALMART PHARMACY #3050 (MD),retailer,2612.0,0.0,7,0,10,0.0,0.0004595216343710349,0.10517375736165752
CORNER DRUG STORE #1737 (MS),retailer,2241.0,0.0,7,0,9,0.0,0.00045952020857262927,0.10517340762400318
CVS PHARMACY #3117 (AZ),retailer,2088.0,0.0,7,0,9,0.0,0.0004595108344128399,0.10517110821292013
GOOD NEIGHBOR PHARMACY #6959 (AZ),retailer,2062.0,0.0,7,0,8,0.0,0.00045949005438793107,0.10516601102867586
KROGER PHARMACY #4294 (TX),retailer,2106.0,0.0,7,0,9,0.0,0.0004594851454584908,0.10516480690510482
FAMILY CARE PHARMACY #8858 (NH),retailer,2024.0,0.0,7,0,9,0.0,0.0004594663487552903,0.1051601962147992
GOOD NEIGHBOR PHARMACY #9998 (DE),retailer,1958.0,0.0,7,0,7,0.0,0.0004594613087358764,0.10515895993584093
GOOD NEIGHBOR PHARMACY #5885 (GA),retailer,2015.0,0.0,7,0,8,0.0,0.00045944055365801096,0.10515386887091928
WALGREENS #2534 (AK),retailer,1973.0,0.0,7,0,10,0.0,0.00045942005917673983,0.10514884172838755
HOMETOWN PHARMACY #7107 (WY),retailer,1845.0,0.0,7,0,8,0.0,0.00045941529521035005,0.10514767316316548
PEOPLES PHARMACY #3486 (MS),retailer,1966.0,0.0,7,0,7,0.0,0.00045941384011613425,0.10514731623946864
CORNER DRUG STORE #7798 (VT),retailer,1869.0,0.0,7,0,8,0.0,0.00045941318104019807,0.10514715457308507
MEDICO PHARMACY #6344 (MA),retailer,2003.0,0.0,7,0,8,0.0,0.00045940898329507304,0.10514612489769216
GOOD NEIGHBOR PHARMACY #4408 (IA),retailer,2083.0,0.0,7,0,7,0.0,0.0004593994101023141,0.10514377666531456
FAMILY CARE PHARMACY #3933 (MO),retailer,1782.0,0.0,7,0,7,0.0,0.0004593889328070281,0.10514120666336853
MAIN STREET PHARMACY #8562 (MO),retailer,1814.0,0.0,7,0,7,0.0,0.0004593840803178545,0.10514001638417157
CVS PHARMACY #8191 (VT),retailer,1855.0,0.0,7,0,8,0.0,0.00045937694709778545,0.10513826665879317
WALGREENS #8803 (MD),retailer,1746.0,0.0,7,0,8,0.0,0.00045937440952779603,0.10513764421190845
SUNRISE PHARMACY #6582 (GA),retailer,1756.0,0.0,7,0,9,0.0,0.00045937394377070005,0.10513752996518634
WALGREENS #8516 (MO),retailer,1933.0,0.0,7,0,8,0.0,0.0004593723221319998,0.10513713218937668
KROGER PHARMACY #2134 (MD),retailer,1641.0,0.0,7,0,8,0.0,0.0004593608128272375,0.10513430904324696
RITE AID #4531 (AK),retailer,1611.0,0.0,7,0,9,0.0,0.000459354530780919,0.10513276810440511
MEDICO PHARMACY #7458 (TX),retailer,1634.0,0.0,7,0,8,0.0,0.00045931985631371614,0.10512426271768494
PEOPLES PHARMACY #3971 (AK),retailer,1568.0,0.0,7,0,9,0.0,0.0004593069646950097,0.1051211005003131
QUALITY CARE PHARMACY #9181 (NM),retailer,1498.0,0.0,7,0,9,0.0,0.00045929163428680864,0.10511734006617102
FAMILY CARE PHARMACY #9533 (UT),retailer,1538.0,0.0,7,0,8,0.0,0.00045929092980944293,0.10511716726315733
PUBLIX PHARMACY #6344 (VT),retailer,1584.0,0.0,7,0,7,0.0,0.00045928850592246286,0.1051165727018621
PEOPLES PHARMACY #1060 (VT),retailer,1492.0,0.0,7,0,9,0.0,0.00045928310399863506,0.10511524765046565
RITE AID #9599 (MO),retailer,1109.0,0.0,7,0,8,0.0,0.00045915777015997466,0.10508450419994063
GOOD NEIGHBOR PHARMACY #2517 (AK),retailer,668.0,0.0,7,0,7,0.0,0.00045902633529353677,0.1050522642130641
PEOPLES PHARMACY #3065 (MT),retailer,697.0,0.0,7,0,7,0.0,0.0004590238961033747,0.10505166589801311
GOOD NEIGHBOR PHARMACY #2219 (NM),retailer,56583.0,0.0,6,0,8,0.0,0.000475778581146773,0.09416146446712662
RITE AID #7819 (CA),retailer,42009.0,0.0,6,0,7,0.0,0.00047186051280334753,0.09320039169095377
WALGREENS #8617 (GA),retailer,28542.0,0.0,6,0,9,0.0,0.0004684244879900501,0.0923575605770311
VILLAGE PHARMACY #8600 (HI),retailer,25700.0,0.0,6,0,8,0.0,0.0004675180338680234,0.09213521417998792
KROGER PHARMACY #7026 (MS),retailer,25958.0,0.0,6,0,8,0.0,0.0004667625261060708,0.09194989379285932
WALGREENS #4628 (WA),retailer,22894.0,0.0,6,0,8,0.0,0.000466720897453256,0.09193968259657016
HARRIS TEETER PHARMACY #6503 (MO),retailer,24771.0,0.0,6,0,7,0.0,0.0004666577500663425,0.09192419301621335
PUBLIX PHARMACY #6189 (IA),retailer,23663.0,0.0,6,0,9,0.0,0.0004665569671015619,0.09189947171090096
WALGREENS #9103 (IA),retailer,23924.0,0.0,6,0,6,0.0,0.00046624022720562897,0.09182177779021687
FAMILY CARE PHARMACY #3942 (NM),retailer,23611.0,0.0,6,0,10,0.0,0.0004660632300289771,0.09177836171039656
WINN-DIXIE PHARMACY #2750 (NM),retailer,23179.0,0.0,6,0,6,0.0,0.00046599149640996795,0.09176076599170989
MAIN STREET PHARMACY #6568 (HI),retailer,22399.0,0.0,6,0,8,0.0,0.00046590106187764966,0.09173858307925946
SUNRISE PHARMACY #4396 (HI),retailer,22019.0,0.0,6,0,8,0.0,0.00046582900638277713,0.09172090840683782
WALMART PHARMACY #7726 (SD),retailer,22531.0,0.0,6,0,10,0.0,0.0004658064814705874,0.09171538321483151
PEOPLES PHARMACY #6526 (WA),retailer,27591.0,0.0,6,0,12,0.0,0.00046573862231500383,0.09169873787296175
VILLAGE PHARMACY #3294 (MD),retailer,21587.0,0.0,6,0,6,0.0,0.0004656196965309724,0.09166956627017196
CORNER DRUG STORE #1973 (TX),retailer,22306.0,0.0,6,0,6,0.0,0.00046560929672440256,0.09166701527562678
HOMETOWN PHARMACY #5447 (MD),retailer,21636.0,0.0,6,0,6,0.0,0.00046539025790336635,0.09161328669578306
MEDICO PHARMACY #4957 (HI),retailer,21544.0,0.0,6,0,9,0.0,0.00046530848979556283,0.09159322959226138
QUALITY CARE PHARMACY #5456 (WA),retailer,21452.0,0.0,6,0,6,0.0,0.0004652959700637608,0.09159015859595776
MEDICO PHARMACY #6092 (NY),retailer,13792.0,0.0,6,0,8,0.0,0.00046352673558570446,0.09115617864908433
WINN-DIXIE PHARMACY #6849 (MD),retailer,13690.0,0.0,6,0,8,0.0,0.0004630810954192172,0.09104686645888256
FAMILY CARE PHARMACY #4495 (MO),retailer,12253.0,0.0,6,0,7,0.0,0.0004626438894827583,0.09093962312204366
SUNRISE PHARMACY #3285 (MN),retailer,11718.0,0.0,6,0,7,0.0,0.0004625841711585858,0.09092497466505664
MEDICO PHARMACY #1923 (IA),retailer,10331.0,0.0,6,0,8,0.0,0.0004620182624679357,0.09078616150798244
MAIN STREET PHARMACY #9107 (MO),retailer,9277.0,0.0,6,0,7,0.0,0.00046173813383812304,0.09071744805626551
GOOD NEIGHBOR PHARMACY #7898 (NM),retailer,9237.0,0.0,6,0,7,0.0,0.0004616926943256384,0.09070630208468368
WALMART PHARMACY #9392 (NM),retailer,9108.0,0.0,6,0,9,0.0,0.00046152823761042505,0.09066596208599131
MAIN STREET PHARMACY #4451 (TX),retailer,6746.0,0.0,6,0,6,0.0,0.000461083831495457,0.0905569525993709
CVS PHARMACY #5592 (MT),retailer,7096.0,0.0,6,0,8,0.0,0.0004610043719392637,0.09053746176624332
WALMART PHARMACY #7964 (GA),retailer,7135.0,0.0,6,0,7,0.0,0.0004609705967693583,0.09052917697040479
HARRIS TEETER PHARMACY #3530 (HI),retailer,6828.0,0.0,6,0,10,0.0,0.00046096619344578147,0.09052809686815963
COMMUNITY PHARMACY #8157 (GA),retailer,6731.0,0.0,6,0,6,0.0,0.0004609397301663475,0.09052160562420905
SUNRISE PHARMACY #6286 (AZ),retailer,6346.0,0.0,6,0,7,0.0,0.0004608488862367441,0.09049932228967537
QUALITY CARE PHARMACY #8443 (AZ),retailer,6065.0,0.0,6,0,7,0.0,0.0004608464701394872,0.0904987296391408
COMMUNITY PHARMACY #4456 (HI),retailer,6349.0,0.0,6,0,7,0.0,0.00046079074305987745,0.09048506020450768
WALMART PHARMACY #6144 (GA),retailer,6228.0,0.0,6,0,6,0.0,0.0004607740227694001,0.09048095884266838
GOOD NEIGHBOR PHARMACY #2829 (IA),retailer,6204.0,0.0,6,0,9,0.0,0.00046076407532248795,0.09047851880855419
CORNER DRUG STORE #7557 (TX),retailer,6183.0,0.0,6,0,8,0.0,0.0004607470979909563,0.09047435439647228
PUBLIX PHARMACY #4778 (AK),retailer,5941.0,0.0,6,0,9,0.0,0.00046073907377711576,0.09047238611700485
VILLAGE PHARMACY #4422 (MS),retailer,7166.0,0.0,6,0,7,0.0,0.0004607045742812027,0.09046392364942964
RITE AID #6846 (TX),retailer,5727.0,0.0,6,0,9,0.0,0.0004606465141331654,0.09044968193061101
WALGREENS #1766 (IA),retailer,5867.0,0.0,6,0,8,0.0,0.00046060630940375616,0.09043982001205274
QUALITY CARE PHARMACY #4971 (AZ),retailer,5718.0,0.0,6,0,9,0.0,0.0004605996434837012,0.09043818491186267
KROGER PHARMACY #4127 (WY),retailer,5196.0,0.0,6,0,9,0.0,0.000460536031218496,0.09042258130034785
COMMUNITY PHARMACY #6367 (UT),retailer,5053.0,0.0,6,0,8,0.0,0.0004605271925915259,0.09042041325144845
PEOPLES PHARMACY #2132 (MO),retailer,5169.0,0.0,6,0,7,0.0,0.00046050635617626395,0.09041530223507353
MAIN STREET PHARMACY #9957 (MN),retailer,5179.0,0.0,6,0,7,0.0,0.0004604984354428005,0.09041335933856644
HARRIS TEETER PHARMACY #6352 (IA),retailer,4905.0,0.0,6,0,7,0.0,0.0004604665426360219,0.09040553627228376
WALMART PHARMACY #3675 (TX),retailer,4979.0,0.0,6,0,8,0.0,0.00046037493900310985,0.09038306658822681
WINN-DIXIE PHARMACY #2725 (MO),retailer,5118.0,0.0,6,0,7,0.0,0.00046037244591324607,0.09038245505198328
CORNER DRUG STORE #6481 (MD),retailer,4554.0,0.0,6,0,7,0.0,0.00046033864048162804,0.09037416283317362
WINN-DIXIE PHARMACY #8102 (GA),retailer,4760.0,0.0,6,0,8,0.0,0.0004603348435310642,0.0903732314696803
VILLAGE PHARMACY #3411 (VT),retailer,4979.0,0.0,6,0,8,0.0,0.00046031489228367666,0.09036833757834556
MAIN STREET PHARMACY #4342 (VT),retailer,4596.0,0.0,6,0,8,0.0,0.0004603043128179772,0.09036574251476347
WALMART PHARMACY #9893 (RI),retailer,4519.0,0.0,6,0,6,0.0,0.0004603003492010638,0.09036477026926472
HOMETOWN PHARMACY #9978 (FL),retailer,4628.0,0.0,6,0,11,0.0,0.00046029828376432485,0.09036426363312498
MAIN STREET PHARMACY #1922 (VT),retailer,4578.0,0.0,6,0,8,0.0,0.00046027588633729317,0.09035876971227172
KROGER PHARMACY #4602 (WY),retailer,4340.0,0.0,6,0,8,0.0,0.00046026515296871524,0.09035613689746792
CORNER DRUG STORE #8030 (TX),retailer,4474.0,0.0,6,0,6,0.0,0.00046026058069765206,0.0903550153536716
WINN-DIXIE PHARMACY #3929 (HI),retailer,4503.0,0.0,6,0,6,0.0,0.0004602345906754099,0.09034864019616039
GOOD NEIGHBOR PHARMACY #3166 (NH),retailer,4672.0,0.0,6,0,8,0.0,0.000460222966117801,0.09034578877937187
WALGREENS #4605 (IA),retailer,4183.0,0.0,6,0,7,0.0,0.0004602068214974297,0.09034182862509164
QUALITY CARE PHARMACY #5369 (AK),retailer,4468.0,0.0,6,0,9,0.0,0.0004602004008503393,0.09034025368852007
CVS PHARMACY #2048 (GA),retailer,4429.0,0.0,6,0,6,0.0,0.0004601979705700634,0.09033965755899732
KROGER PHARMACY #5346 (MA),retailer,4100.0,0.0,6,0,8,0.0,0.00046016230387966114,0.09033090878736874
CORNER DRUG STORE #8413 (MA),retailer,4056.0,0.0,6,0,9,0.0,0.00046014573092955453,0.09032684356701721
HOMETOWN PHARMACY #5351 (TX),retailer,4065.0,0.0,6,0,10,0.0,0.0004601347686909524,0.09032415461211318
HOMETOWN PHARMACY #3383 (VT),retailer,3948.0,0.0,6,0,6,0.0,0.00046012848937715314,0.0903226143435378
VILLAGE PHARMACY #3423 (AK),retailer,3828.0,0.0,6,0,7,0.0,0.00046012584139718253,0.09032196481391287
PEOPLES PHARMACY #7819 (AK),retailer,3891.0,0.0,6,0,6,0.0,0.0004601017232322439,0.09031604880895786
HEALTH MART PHARMACY #9633 (FL),retailer,4193.0,0.0,6,0,9,0.0,0.00046009853122652033,0.09031526583389632
SUNRISE PHARMACY #6167 (AZ),retailer,4015.0,0.0,6,0,8,0.0,0.00046007478610010855,0.09030944133249388
FAMILY CARE PHARMACY #4054 (MO),retailer,3948.0,0.0,6,0,6,0.0,0.0004600660210798051,0.0903072913387577
CVS PHARMACY #2402 (NV),retailer,3754.0,0.0,6,0,10,0.0,0.0004600601064905007,0.09030584053436523
SUNRISE PHARMACY #4395 (WA),retailer,3928.0,0.0,6,0,7,0.0,0.00046004738529697585,0.09030272012101213
HEALTH MART PHARMACY #4887 (IA),retailer,3602.0,0.0,6,0,7,0.0,0.00046002269948688447,0.09029666487695892
PEOPLES PHARMACY #7931 (CA),retailer,4424.0,0.0,6,0,10,0.0,0.00046000190404262383,0.09029156391046331
WALMART PHARMACY #1514 (HI),retailer,3932.0,0.0,6,0,7,0.0,0.0004599628025108531,0.09028197259801095
MEDICO PHARMACY #7007 (WY),retailer,3944.0,0.0,6,0,8,0.0,0.00045994827243436425,0.09027840847923477
HARRIS TEETER PHARMACY #1274 (WA),retailer,4051.0,0.0,6,0,7,0.0,0.00045994074150971294,0.09027656119990543
RITE AID #4586 (MO),retailer,3673.0,0.0,6,0,8,0.0,0.0004599404819982582,0.0902764975436921
WINN-DIXIE PHARMACY #9579 (CO),retailer,3578.0,0.0,6,0,8,0.0,0.0004599208057878923,0.09027167111687578
SUNRISE PHARMACY #8418 (IA),retailer,3329.0,0.0,6,0,6,0.0,0.0004599163069685765,0.09027056759024216
WINN-DIXIE PHARMACY #7481 (NV),retailer,3499.0,0.0,6,0,9,0.0,0.000459914604862428,0.09027015007637101
PUBLIX PHARMACY #1683 (WA),retailer,3221.0,0.0,6,0,9,0.0,0.0004599016740442715,0.09026697824366811
HARRIS TEETER PHARMACY #4515 (HI),retailer,3090.0,0.0,6,0,7,0.0,0.0004598692069736309,0.0902590143147675
KROGER PHARMACY #1528 (NY),retailer,3331.0,0.0,6,0,7,0.0,0.0004598679797787863,0.09025871329307701
HOMETOWN PHARMACY #1799 (WA),retailer,3315.0,0.0,6,0,10,0.0,0.00045986443417229755,0.09025784358240005
WALMART PHARMACY #8760 (TX),retailer,3258.0,0.0,6,0,8,0.0,0.0004598612546322758,0.09025706366508167
SUNRISE PHARMACY #4273 (OR),retailer,3207.0,0.0,6,0,9,0.0,0.0004598550472959541,0.09025554105204166
QUALITY CARE PHARMACY #9347 (UT),retailer,3194.0,0.0,6,0,8,0.0,0.00045984678409710184,0.09025351415134342
CVS PHARMACY #2875 (GA),retailer,3294.0,0.0,6,0,7,0.0,0.0004598398861594466,0.09025182213897633
KROGER PHARMACY #2883 (MA),retailer,3190.0,0.0,6,0,8,0.0,0.0004598121669727936,0.09024502283040517
RITE AID #9460 (WA),retailer,3157.0,0.0,6,0,7,0.0,0.00045978595555229543,0.0902385933655624
MEDICO PHARMACY #4569 (IA),retailer,3069.0,0.0,6,0,9,0.0,0.0004597783411148819,0.09023672560117889
RITE AID #5935 (WA),retailer,2967.0,0.0,6,0,7,0.0,0.00045977590347260277,0.09023612766581197
KROGER PHARMACY #6796 (MS),retailer,3153.0,0.0,6,0,9,0.0,0.0004597753649266356,0.09023599556452573
WALMART PHARMACY #8317 (MO),retailer,3018.0,0.0,6,0,7,0.0,0.00045977237784560984,0.09023526285595547
RITE AID #6273 (NE),retailer,3051.0,0.0,6,0,7,0.0,0.0004597661955764437,0.0902337463917007
PUBLIX PHARMACY #3479 (AR),retailer,2998.0,0.0,6,0,9,0.0,0.0004597604713625368,0.09023234228496527
SUNRISE PHARMACY #2370 (AZ),retailer,2920.0,0.0,6,0,8,0.0,0.0004597529236822793,0.09023049089561139
MAIN STREET PHARMACY #1915 (AZ),retailer,2882.0,0.0,6,0,7,0.0,0.0004597522908838157,0.09023033567489475
VILLAGE PHARMACY #8476 (MD),retailer,2891.0,0.0,6,0,8,0.0,0.0004597470357162138,0.09022904662169971
PEOPLES PHARMACY #3633 (VT),retailer,2763.0,0.0,6,0,7,0.0,0.0004597325274113906,0.09022548784334983
WINN-DIXIE PHARMACY #5871 (CO),retailer,2777.0,0.0,6,0,10,0.0,0.0004597236731879763,0.09022331596875967
VILLAGE PHARMACY #8656 (TX),retailer,2892.0,0.0,6,0,8,0.0,0.0004597071648220103,0.0902192665904134
KROGER PHARMACY #7522 (GA),retailer,2654.0,0.0,6,0,7,0.0,0.0004597033172544702,0.09021832281095547
VILLAGE PHARMACY #9558 (MS),retailer,2825.0,0.0,6,0,6,0.0,0.00045970130398746527,0.09021782897166018
VILLAGE PHARMACY #4138 (MN),retailer,2792.0,0.0,6,0,6,0.0,0.00045969963730777393,0.09021742014763326
HEALTH MART PHARMACY #3463 (TX),retailer,2679.0,0.0,6,0,6,0.0,0.00045969682329353913,0.09021672989104869
HARRIS TEETER PHARMACY #8035 (WY),retailer,2740.0,0.0,6,0,7,0.0,0.0004596803243448584,0.09021268282269188
QUALITY CARE PHARMACY #9563 (GA),retailer,2584.0,0.0,6,0,6,0.0,0.0004596777320494881,0.09021204695208171
HARRIS TEETER PHARMACY #9075 (MD),retailer,2530.0,0.0,6,0,7,0.0,0.0004596722921290292,0.09021071258039665
PEOPLES PHARMACY #4981 (WY),retailer,2787.0,0.0,6,0,11,0.0,0.00045966840808074383,0.09020975985248554
WINN-DIXIE PHARMACY #7362 (HI),retailer,2650.0,0.0,6,0,9,0.0,0.0004596649937838411,0.0902089223510651
