date,manufacturer,distributor,retailer,retailer_state,quantity,z_quantity,flag_volume,flag_frequency,flag_surge,flag_concentration,flag_iforest,iforest_score,anomaly_score
2013-04-26,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #5329 (WY),WY,50000,2.1009764864795044,False,False,True,True,True,0.7068135187309121,3
2014-02-15,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,50574,2.126986094878948,False,True,False,True,True,0.7562145489747049,3
2010-11-06,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,76487,3.3011794441032873,False,True,False,True,True,0.782763833443506,3
2012-09-01,PURDUE PHARMA LP,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #8055 (NM),NM,273499,12.2283658029728,True,False,True,False,True,0.7691144505028038,3
2012-06-27,PURDUE PHARMA LP,BELLCO DRUG CORP,CORNER DRUG STORE #6343 (TN),TN,375313,16.841854077504,True,False,True,False,True,0.7706463639577195,3
2007-07-19,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,78412,3.3884067893453222,False,True,False,True,True,0.7711987589074509,3
2013-03-07,IMPAX LABORATORIES INC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #2204 (NJ),NJ,50000,2.1009764864795044,False,False,True,True,True,0.7227722859309988,3
2012-01-06,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62198,2.6537033214209815,False,True,False,True,True,0.7801202709719055,3
2012-09-24,PURDUE PHARMA LP,DAKOTA DRUG INC,MAIN STREET PHARMACY #7859 (LA),LA,386999,17.371380704256424,True,False,True,False,True,0.7670051319059148,3
2012-07-25,PURDUE PHARMA LP,MCKESSON CORPORATION,WALGREENS #8231 (NC),NC,85562,3.712394071672881,True,False,True,False,True,0.7379883748694739,3
2007-11-02,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,64085,2.739208776211486,False,True,False,True,True,0.7743358172303634,3
2012-06-04,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #6857 (WV),WV,477097,21.45398296483662,True,False,True,False,True,0.7758002614394625,3
2012-06-19,PURDUE PHARMA LP,CARDINAL HEALTH INC,SUNRISE PHARMACY #1510 (IN),IN,326413,14.626052943823211,True,False,True,False,True,0.7710905527909913,3
2009-02-26,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,82512,3.5741897064842023,False,True,False,True,True,0.7780118505178505,3
2008-04-27,RHODES TECHNOLOGIES,KINRAY LLC,COMMUNITY PHARMACY #3577 (OK),OK,279761,12.512115224222475,True,False,True,False,True,0.7366494947626129,3
2012-08-28,PURDUE PHARMA LP,HENRY SCHEIN INC,WALMART PHARMACY #7337 (OH),OH,424392,19.065766221469627,True,False,True,False,True,0.7769597781541013,3
2012-09-01,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #6573 (MI),MI,332301,14.892855337997291,True,False,True,False,True,0.7670051319059148,3
2012-08-23,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #1086 (LA),LA,424096,19.052353601110333,True,False,True,False,True,0.768043724796848,3
2012-09-07,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #1907 (MA),MA,266981,11.9330162776286,True,False,True,False,True,0.7526513523574822,3
2012-09-19,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #2097 (TN),TN,473382,21.285645516746147,True,False,True,False,True,0.7672736139727825,3
2010-03-15,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,78946,3.412603881479996,False,True,False,True,True,0.7743358172303634,3
2009-06-23,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,52161,2.19889767768368,False,True,False,True,True,0.7634116029722012,3
2012-09-10,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #4711 (KY),KY,288840,12.923511103418544,True,False,True,False,True,0.7575384174026992,3
2012-07-05,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,66288,2.839033109493669,False,True,False,True,True,0.7811766229228906,3
2011-05-20,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,88966,3.8666392058047707,True,False,False,True,True,0.7511153744343408,3
2010-07-26,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,61873,2.638976626769729,False,True,False,True,True,0.7722430303408213,3
2012-06-15,PURDUE PHARMA LP,ANDA INC,MAIN STREET PHARMACY #4122 (VA),VA,279267,12.48973064835257,True,False,True,False,True,0.7667546627231063,3
2008-11-21,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,65843,2.8188688660481076,False,True,False,True,True,0.774859899521032,3
2012-10-04,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,54478,2.3038876823204566,False,True,False,True,True,0.7743358172303634,3
2011-12-03,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46369,1.9364453225450478,False,True,False,True,True,0.7567263665146465,3
2008-09-04,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46538,1.9441032037636992,False,True,False,True,True,0.7618636329766193,3
2012-06-03,PURDUE PHARMA LP,DAKOTA DRUG INC,HARRIS TEETER PHARMACY #2996 (LA),LA,253258,11.311187260092781,True,False,True,False,True,0.7582336055241273,3
2013-06-22,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,51053,2.1486909771495633,False,True,False,True,True,0.7743358172303634,3
2013-05-21,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,71625,3.0808680921205474,False,True,False,True,True,0.7696349988928389,3
2009-12-17,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62566,2.6703784710568614,False,True,False,True,True,0.768074409714999,3
2014-08-27,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,70922,3.0490131187672223,False,True,False,True,True,0.7769597781541013,3
2008-11-14,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,53397,2.2549044302650594,False,True,False,True,True,0.7654804565989143,3
2012-07-06,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #3848 (PA),PA,114021,5.001954081149804,True,False,True,False,True,0.7329325226368936,3
2011-08-26,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,87619,3.805602720588656,True,False,False,True,True,0.7420233517515479,3
2012-07-12,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42816,1.7754485653268917,False,True,False,True,True,0.778538420803912,3
2014-02-15,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62063,2.6475860790273846,False,True,False,True,True,0.7670357753301549,3
2012-09-23,PURDUE PHARMA LP,BELLCO DRUG CORP,WINN-DIXIE PHARMACY #3848 (PA),PA,329898,14.78396842339126,True,False,True,False,True,0.7664863622460933,3
2011-09-07,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,66617,2.853941055771399,False,True,False,True,True,0.7511153744343408,3
2012-09-13,PURDUE PHARMA LP,SMITH DRUG COMPANY,WALGREENS #8368 (NC),NC,451593,20.29832259441955,True,False,True,False,True,0.7774856363815418,3
2013-03-04,IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #8541 (AR),AR,197,-0.15574220187845483,False,False,True,True,True,0.6847432665549033,3
2010-12-27,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #4111 (AZ),AZ,50000,2.1009764864795044,False,False,True,True,True,0.7140950160903936,3
2009-02-07,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,107789,4.719564047098706,True,False,False,True,True,0.7395173786828738,3
2012-04-14,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77573,3.350389260691781,False,True,False,True,True,0.7843542688906779,3
2011-09-19,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,114833,5.038748161324626,True,False,False,True,True,0.7531509051499187,3
2010-10-02,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,109192,4.783138055085498,True,False,False,True,True,0.7557030776063858,3
2012-04-23,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,73521,3.1667813630706245,False,True,False,True,True,0.7691144505028038,3
2012-09-26,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #5941 (IN),IN,461494,20.746965682856633,True,False,True,False,True,0.7677929164565791,3
2008-11-25,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46541,1.944239142483557,False,True,False,True,True,0.757238530460505,3
2012-09-14,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #9808 (NC),NC,309806,13.87354150359751,True,False,True,False,True,0.7590775993374747,3
2010-12-07,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,90236,3.924186597211204,True,False,False,True,True,0.754681172448231,3
2010-09-09,TEVA PHARMACEUTICALS USA INC,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #3749 (CT),CT,151442,6.697608359748346,True,False,False,True,True,0.7276790448183077,3
2012-07-19,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,CVS PHARMACY #4963 (UT),UT,399036,17.916812161232205,True,False,True,False,True,0.7768507637148684,3
2012-09-14,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #1889 (WI),WI,218506,9.73647312926099,True,False,True,False,True,0.7541406087303789,3
2014-11-15,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,48988,2.0551198249808347,False,True,False,True,True,0.7410199451053449,3
2012-06-01,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #2204 (IN),IN,177538,7.880093970884006,True,False,True,False,True,0.7566961349559259,3
2012-08-27,PURDUE PHARMA LP,HENRY SCHEIN INC,CVS PHARMACY #6279 (VA),VA,148828,6.579160421845655,True,False,True,False,True,0.7525359035329302,3
2010-12-03,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #7730 (MA),MA,93031,4.050836171211977,True,False,False,False,True,0.6777493106959297,2
2012-10-20,ACTAVIS PHARMA INC,HENRY SCHEIN INC,RITE AID #9055 (WV),WV,50000,2.1009764864795044,False,False,True,False,True,0.6835947359758813,2
2013-12-02,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,44363,1.8455476318668544,False,False,False,True,True,0.7310602042428691,2
2011-05-20,ENDO PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #6279 (CO),CO,139,-0.1583703504623707,False,False,False,True,True,0.6171889954811701,2
2012-07-31,PURDUE PHARMA LP,MCKESSON CORPORATION,WALMART PHARMACY #7270 (ND),ND,5138,0.068148869727205,False,False,True,False,True,0.6972077432428628,2
2014-02-01,ENDO PHARMACEUTICALS INC,SMITH DRUG COMPANY,WALMART PHARMACY #9255 (MT),MT,50000,2.1009764864795044,False,False,False,True,True,0.6809077834345637,2
2014-03-24,SANDOZ INC,MCKESSON CORPORATION,WINN-DIXIE PHARMACY #5012 (AL),AL,50000,2.1009764864795044,False,False,False,True,True,0.699474649250593,2
2012-05-19,WATSON LABORATORIES INC,ANDA INC,WALGREENS #8368 (NC),NC,55401,2.3457114951300144,False,False,True,False,True,0.6608097671580346,2
2012-10-19,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,VILLAGE PHARMACY #4674 (IA),IA,50000,2.1009764864795044,False,False,False,True,True,0.6774918742167887,2
2013-03-20,MALLINCKRODT LLC,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #7203 (WV),WV,313,-0.15048590471062312,False,False,False,True,True,0.6219406087857315,2
2009-11-23,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #7240 (IN),IN,50000,2.1009764864795044,False,True,False,False,True,0.6992552287230697,2
2011-11-26,SUN PHARMA GLOBAL INC,PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #4588 (RI),RI,204,-0.15542501153212016,False,False,True,False,True,0.6239350545529064,2
2010-11-07,MALLINCKRODT LLC,BELLCO DRUG CORP,MAIN STREET PHARMACY #3604 (TX),TX,50000,2.1009764864795044,False,False,False,True,True,0.6910770800626821,2
2008-04-10,JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #5186 (KS),KS,50000,2.1009764864795044,False,False,False,True,True,0.675040601436572,2
2012-09-24,SANDOZ INC,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #5876 (MS),MS,50000,2.1009764864795044,False,False,False,True,True,0.6891126131698275,2
2012-01-22,ABBOTT LABORATORIES,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #6925 (AL),AL,50000,2.1009764864795044,False,False,False,True,True,0.6915448115702382,2
2010-07-22,PAR PHARMACEUTICAL INC,VALUEDRUGCO,MAIN STREET PHARMACY #9467 (TN),TN,43,-0.16272038949781764,False,True,False,False,True,0.6232927678462257,2
2013-04-09,HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #9740 (MI),MI,90644,3.9426742631118534,True,False,False,False,True,0.6822184960368821,2
2010-06-06,WATSON LABORATORIES INC,DIRECT RX,RITE AID #6097 (TX),TX,255,-0.15311405329453898,False,False,False,True,True,0.6101909458871155,2
2013-12-12,CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,VILLAGE PHARMACY #4674 (IA),IA,96,-0.16031880544699798,False,False,False,True,True,0.627917251676764,2
2008-07-13,VINTAGE PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #1534 (FL),FL,50000,2.1009764864795044,False,False,False,True,True,0.6900787408427956,2
2009-10-28,HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #9561 (TN),TN,711,-0.132451367876166,False,False,True,False,True,0.6650260796517343,2
2014-09-13,LANNETT COMPANY INC,DIRECT RX,CORNER DRUG STORE #9903 (GA),GA,185,-0.1562859567578857,False,False,False,True,True,0.6200875408538397,2
2009-06-21,RHODES TECHNOLOGIES,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #7203 (WV),WV,165,-0.15719221489027047,False,False,False,True,True,0.6115807869002379,2
2013-09-02,ACTAVIS PHARMA INC,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #2188 (RI),RI,50000,2.1009764864795044,False,False,False,True,True,0.6728547402612298,2
2009-12-03,ABBOTT LABORATORIES,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #7455 (CT),CT,166,-0.15714690198365125,False,False,False,True,True,0.6149751818835236,2
2012-06-11,PURDUE PHARMA LP,VALUEDRUGCO,PUBLIX PHARMACY #8096 (PA),PA,143,-0.15818909883589374,False,False,True,False,True,0.6269026224826153,2
2012-11-06,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #4043 (NY),NY,407,-0.14622649148841466,False,False,False,True,True,0.6076650414667554,2
2009-03-06,WATSON LABORATORIES INC,MORRIS & DICKSON CO LLC,RITE AID #1719 (OR),OR,50000,2.1009764864795044,False,False,False,True,True,0.6709113962087437,2
2011-04-24,QUALITEST PHARMACEUTICALS,VALUEDRUGCO,HOMETOWN PHARMACY #2758 (MO),MO,50000,2.1009764864795044,False,False,False,True,True,0.6737658451819096,2
2010-03-27,PAR PHARMACEUTICAL INC,ANDA INC,RITE AID #5846 (KY),KY,84859,3.680539098319556,True,False,False,False,True,0.6716563514786563,2
2013-01-29,AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #9514 (TN),TN,3711,0.003487351981550967,False,True,False,False,True,0.6243624590601048,2
2011-12-13,SUN PHARMA GLOBAL INC,VALUEDRUGCO,MEDICO PHARMACY #4308 (TN),TN,715,-0.13227011624968904,False,True,False,False,True,0.6142712243464008,2
2014-01-26,AMNEAL PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,CORNER DRUG STORE #6608 (MS),MS,50000,2.1009764864795044,False,False,False,True,True,0.6700352948473611,2
2010-11-26,LANNETT COMPANY INC,MIAMI-LUKEN INC,RITE AID #6432 (PA),PA,2025,-0.07291020857848596,False,True,False,False,True,0.6305374314860406,2
2012-06-13,PURDUE PHARMA LP,KINRAY LLC,VILLAGE PHARMACY #6362 (NC),NC,93,-0.16045474416685568,False,False,True,False,True,0.6732154286356117,2
2013-11-14,PAR PHARMACEUTICAL INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #9022 (GA),GA,540,-0.14019987490805585,False,False,True,False,True,0.6145634217423477,2
2012-08-14,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #2843 (TN),TN,614,-0.13684671981823218,False,False,True,False,True,0.611398578956717,2
2013-09-21,RHODES TECHNOLOGIES,MCKESSON CORPORATION,RITE AID #5390 (NJ),NJ,50000,2.1009764864795044,False,False,False,True,True,0.6844986499856257,2
2012-06-14,PURDUE PHARMA LP,SMITH DRUG COMPANY,QUALITY CARE PHARMACY #9561 (TN),TN,8856,0.23662225653753552,False,False,True,False,True,0.6495059741747522,2
2011-04-01,LANNETT COMPANY INC,MCKESSON CORPORATION,SUNRISE PHARMACY #5198 (CT),CT,50000,2.1009764864795044,False,False,False,True,True,0.6791922495271081,2
2012-02-07,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #9967 (ND),ND,768,-0.12986853219886937,False,False,False,True,True,0.6256765385397351,2
2009-08-18,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,PUBLIX PHARMACY #8113 (SC),SC,22,-0.16367196053682165,False,False,False,True,True,0.6157234229456297,2
2010-01-03,QUALITEST PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,WALGREENS #6776 (MD),MD,50000,2.1009764864795044,False,False,False,True,True,0.6659671557640091,2
2011-08-23,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,WINN-DIXIE PHARMACY #9898 (NC),NC,50000,2.1009764864795044,False,False,True,False,True,0.674325494039258,2
2011-08-24,WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #3877 (OH),OH,286,-0.15170935318934256,False,True,False,False,True,0.6105139709632481,2
2012-08-24,RHODES TECHNOLOGIES,DAKOTA DRUG INC,MAIN STREET PHARMACY #4697 (MS),MS,50000,2.1009764864795044,False,False,False,True,True,0.6828784741747018,2
2013-12-16,PAR PHARMACEUTICAL INC,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #7690 (GA),GA,50000,2.1009764864795044,False,False,False,True,True,0.6742585354477152,2
2014-04-05,LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #2097 (TN),TN,3016,-0.02800511811882013,False,True,False,False,True,0.6389926435752841,2
2010-07-03,ABBOTT LABORATORIES,DAKOTA DRUG INC,VILLAGE PHARMACY #5399 (ND),ND,50000,2.1009764864795044,False,False,False,True,True,0.6844659087427789,2
2010-01-11,ABBOTT LABORATORIES,ANDA INC,FAMILY CARE PHARMACY #5775 (NM),NM,1539,-0.0949322811954361,False,False,False,True,True,0.6183828096653571,2
2013-05-27,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #6279 (CO),CO,2656,-0.04431776450174616,False,False,False,True,True,0.6349354897186245,2
2011-11-25,SUN PHARMA GLOBAL INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #2786 (IN),IN,566,-0.13902173933595566,False,False,True,False,True,0.6250675936228596,2
2012-06-11,MYLAN PHARMACEUTICALS INC,SMITH DRUG COMPANY,HOMETOWN PHARMACY #3362 (NJ),NJ,50000,2.1009764864795044,False,False,False,True,True,0.6805427326218423,2
2014-01-18,RHODES TECHNOLOGIES,SMITH DRUG COMPANY,MAIN STREET PHARMACY #4937 (VT),VT,168,-0.15705627617041276,False,False,False,True,True,0.6120749168472231,2
2010-10-03,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,55606,2.355000640986958,False,False,False,True,True,0.7355254133600259,2
2011-08-17,HIKMA PHARMACEUTICALS,HENRY SCHEIN INC,CVS PHARMACY #6535 (TX),TX,3766,0.005979561845609111,False,False,False,True,True,0.6540125623985202,2
2010-05-17,SANDOZ INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #2744 (WY),WY,856,-0.12588099641637635,False,False,True,False,True,0.6518625063985539,2
2007-04-22,MALLINCKRODT LLC,HENRY SCHEIN INC,QUALITY CARE PHARMACY #6772 (ID),ID,173,-0.15682971163731657,False,False,False,True,True,0.6336551141393311,2
2012-12-12,VINTAGE PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #5105 (WY),WY,621,-0.1365295294718975,False,False,True,False,True,0.6072551432900098,2
2010-12-09,CADISTA PHARMACEUTICALS INC,DIRECT RX,WINN-DIXIE PHARMACY #7502 (NH),NH,50000,2.1009764864795044,False,False,True,False,True,0.690518209043955,2
2013-09-19,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #8359 (AL),AL,50000,2.1009764864795044,False,False,False,True,True,0.6754021879542268,2
2013-07-18,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #5905 (AR),AR,428,-0.14527492044941062,False,False,False,True,True,0.6165184269868149,2
2010-04-04,LANNETT COMPANY INC,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #9282 (IA),IA,192,-0.15596876641155102,False,False,False,True,True,0.6379338474151163,2
2009-12-23,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #4435 (WY),WY,50000,2.1009764864795044,False,False,False,True,True,0.6759232474620203,2
2012-07-27,WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,WALGREENS #5885 (VA),VA,50000,2.1009764864795044,False,False,True,False,True,0.6556859990100288,2
2011-06-02,MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,WALGREENS #7568 (OK),OK,423,-0.1455014849825068,False,False,True,False,True,0.6316227498413971,2
2012-12-07,MALLINCKRODT LLC,KINRAY LLC,CORNER DRUG STORE #4033 (DE),DE,50000,2.1009764864795044,False,False,False,True,True,0.6682243995621572,2
2013-10-17,ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #1339 (FL),FL,50000,2.1009764864795044,False,False,False,True,True,0.6723058167476565,2
2013-03-12,IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #7322 (OH),OH,1837,-0.0814290350229029,False,False,True,False,True,0.6336133236895823,2
2011-12-25,PAR PHARMACEUTICAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,80443,3.4804373026889968,False,False,False,True,True,0.7167449458672737,2
2012-04-23,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,KROGER PHARMACY #6736 (IA),IA,178,-0.15660314710422038,False,False,False,True,True,0.6189292449684282,2
2014-05-27,QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,CORNER DRUG STORE #8633 (CO),CO,343,-0.14912651751204595,False,False,False,True,True,0.6370114934732732,2
2011-06-21,MYLAN PHARMACEUTICALS INC,ANDA INC,VILLAGE PHARMACY #5722 (GA),GA,431,-0.14513898172955292,False,False,True,False,True,0.6595477905876909,2
2009-09-09,SUN PHARMA GLOBAL INC,PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #4218 (WY),WY,50000,2.1009764864795044,False,False,False,True,True,0.6754969662491267,2
2010-02-20,PAR PHARMACEUTICAL INC,MCKESSON CORPORATION,WALGREENS #4388 (CT),CT,50000,2.1009764864795044,False,False,False,True,True,0.6715269191342834,2
2010-01-02,RHODES TECHNOLOGIES,HENRY SCHEIN INC,COMMUNITY PHARMACY #3725 (NM),NM,1018,-0.11854030554405963,False,False,False,True,True,0.6466290141529406,2
2007-09-22,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,VILLAGE PHARMACY #4674 (IA),IA,342,-0.1491718304186652,False,False,False,True,True,0.6314110198361977,2
2013-01-27,IMPAX LABORATORIES INC,HENRY SCHEIN INC,VILLAGE PHARMACY #4919 (CO),CO,157,-0.1575547181432244,False,False,False,True,True,0.6332267197065968,2
2009-12-05,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #6766 (NY),NY,48,-0.16249382496472145,False,False,False,True,True,0.625477400091689,2
2011-06-11,LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #9311 (VT),VT,342,-0.1491718304186652,False,False,False,True,True,0.6207794303200642,2
2009-10-13,HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #9827 (NC),NC,128,-0.15886879243518232,False,False,True,False,True,0.609705941723606,2
2010-01-19,ACTAVIS PHARMA INC,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #8908 (WV),WV,19,-0.16380789925667938,False,False,False,True,True,0.6337507295485992,2
2014-06-13,SUN PHARMA GLOBAL INC,ANDA INC,COMMUNITY PHARMACY #7481 (RI),RI,7716,0.18496554299160312,False,False,False,True,True,0.6777935558196424,2
2011-09-03,HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #9792 (MT),MT,375,-0.1476765045002303,False,False,False,True,True,0.6222278851604386,2
2013-01-05,PAR PHARMACEUTICAL INC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #3662 (AR),AR,50000,2.1009764864795044,False,False,False,True,True,0.6797819596228306,2
2012-10-07,SUN PHARMA GLOBAL INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #3845 (WY),WY,24,-0.1635813347235832,False,False,False,True,True,0.6171991535511199,2
